"fqdn","ip","asn","ip_prefix","owner","cc"
"amoncasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"antai-amende-guide.fr","","","","",""
"casino-megawin.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinofatpirate.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinomegawin.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinos-julius.fr","104.21.48.1","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"casinos-spinmama.fr","172.67.138.33","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"casinoscratchmania.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinosimsino.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinosjulius.fr","172.67.201.126","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"casinosspinmama.fr","172.67.134.103","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"casinoverde.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"coolzinocasino-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"coolzinocasino1.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"coolzinocasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"coolzinocasinos.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"evolutif-prime.fr","45.61.139.61","399629","45.61.139.0/24","BLNWX, US","US"
"evolution-prime.fr","45.61.139.61","399629","45.61.139.0/24","BLNWX, US","US"
"fatpiratecasino-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fatpiratecasino1.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fatpiratecasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fatpiratecasinos.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fezbetcasino.fr","172.67.145.150","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"frumzibet.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"frumzicasino-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"frumzicasino1.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"frumzicasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
