"fqdn","ip","asn","ip_prefix","owner","cc"
"acces-concert.fr","216.150.1.1","16509","216.150.1.0/24","AMAZON-02, US","US"
"afrancetravail.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"aidecontact.fr","","","","",""
"ch-charolles.fr","195.201.69.223","24940","195.201.0.0/16","HETZNER-AS, DE","DE"
"cresuse-casino.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"fr-ulysinformations.fr","158.94.209.86","209800","158.94.208.0/22","METASPINNER-ASN, DE","TR"
"habitspaschers.fr","172.67.134.103","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"jackwolfskins.fr","172.67.147.37","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"orangc.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"paytransactionlbc.fr","192.0.78.147","2635","192.0.78.0/24","AUTOMATTIC, US","US"
"univ-paris-1.fr","","","","",""
