"fqdn","ip","asn","ip_prefix","owner","cc"
"colis-suivis.fr","196.251.73.27","401120","196.251.73.0/24","CHEAPY-HOST, US","SC"
"ladymillion.fr","198.49.23.144","53831","198.49.23.0/24","SQUARESPACE, US","US"
"owala-bottle.fr","172.67.148.87","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"owalafrance.fr","196.244.194.219","58065","196.244.194.0/24","PACKETEXCHANGE, GB","SC"
"packpremium.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"paragooseofficiel.fr","","","","",""
"portail-ameli-secure.fr","176.123.0.199","200019","176.123.0.0/24","ALEXHOST, MD","MD"
"regularise-free.fr","","","","",""
"total-fioul.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"vorisolofficiel.fr","78.40.9.96","50474","78.40.8.0/22","O2SWITCH, FR","FR"
