"fqdn","ip","asn","ip_prefix","owner","cc"
"aide-assistance.fr","193.37.145.71","210403","193.37.145.0/24","LWS, FR","FR"
"aide-support.fr","193.37.145.71","210403","193.37.145.0/24","LWS, FR","FR"
"barebellsfrance.fr","104.21.16.1","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"casino-wonaco.fr","45.77.55.215","20473","45.77.52.0/22","AS-VULTR, US","US"
"casinoposido.fr","104.21.93.150","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"cfdt-chu-besancon.fr","172.67.142.21","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"city-outlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"credit-agricole-opposition.fr","104.21.36.133","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"enedls.fr","","","","",""
"facutre-netflix.fr","","","","",""
"fancyfencefrance.fr","85.128.128.104","15967","85.128.128.0/24","NETARTGROUP, PL","PL"
"locker-coli.fr","46.202.172.110","47583","46.202.168.0/21","AS-HOSTINGER, CY","UA"
"mes-info-sante.fr","196.251.66.116","329007","196.251.66.0/24","ELENDE, AO","SC"
"morospin.fr","172.67.185.51","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"ralphlauren-paris.fr","165.231.4.76","57858","165.231.4.0/24","AS57858, SC","SC"
"suivi-instruction-en-ligne.fr","196.251.66.116","329007","196.251.66.0/24","ELENDE, AO","SC"
"suivie-mondialrelay.fr","196.251.66.116","329007","196.251.66.0/24","ELENDE, AO","SC"
"trapstarofficiel.fr","","","","",""
"xn--allyspin-casin-job.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"xn--allyspincasin-8kb.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
