"fqdn","ip","asn","ip_prefix","owner","cc"
"8casino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"amonbet.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"amonbetcasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"bet-master.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"betmastercasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"betonred-officiel.fr","","","","",""
"booking-com.fr","191.96.144.177","47583","191.96.144.0/24","AS-HOSTINGER, CY","AE"
"carplay-autoradio.fr","195.154.21.94","12876","195.154.0.0/16","Online SAS, FR","FR"
"cash-casino.fr","104.21.48.1","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"catchup-casino.fr","","","","",""
"infinity-casinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"infinitybet.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"infinitycasinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"jackpot-frenzy.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"jackpotfrenzycasino.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"rolleto.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"rolletocasino.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"roman-casinos.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"romanscasino.fr","","","","",""
"sol-casino.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"solcasinos.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"tikiicasino.fr","","","","",""
"vegas-plus-win.fr","172.67.176.13","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"virements-creditmutuel.fr","185.196.10.2","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"vonaco.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"wilddice-casino.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"wilddicecasinos.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"wonacobet.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"wonacos.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
