"fqdn","ip","asn","ip_prefix","owner","cc"
"betzino-france1.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"billetexpress.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"chaco-france.fr","104.21.31.227","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"chaussurekybunfrance.fr","196.196.38.232","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"converse-france.fr","104.21.64.1","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"delivery-mondial-relay.fr","172.67.201.151","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"delivery-mondialrelay.fr","104.21.55.124","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"doctolib-espace.fr","194.26.192.214","210558","194.26.192.0/24","SERVICES-1337-GMBH 1337-SERVICES-GMBH-NETWORK, DE","DE"
"express-delivery-mondialrelay.fr","104.21.16.1","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"express-mondialrelay-delivery.fr","104.21.64.248","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"france2-tv.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"myticketflow.fr","23.227.38.72","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"outlook.pm","","","","",""
"relivraison-mondialrelay.fr","104.245.241.192","214943","104.245.241.0/24","RAILNET, US","US"
"service-mondialreiay-enligne.fr","","","","",""
"yonibet-france.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"younglafrance-eu.fr","196.242.16.211","41564","196.242.16.0/24","AS41564, GB","SC"
