"fqdn","ip","asn","ip_prefix","owner","cc"
"aliceadesl.fr","","","","",""
"ameli-assurance-maladie.fr","217.160.0.172","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"autoplusfrance.fr","217.160.0.123","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"carte-vitale-ameli.fr","94.156.177.12","214943","94.156.177.0/24","RAILNET, US","BG"
"iphone.pm","","","","",""
"outlet-kway.fr","23.227.38.70","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"paiementboncoinfacture.fr","34.120.137.41","396982","34.120.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"paiementmondialrelay.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"pharmaciedeferrieres.fr","35.181.243.186","16509","35.181.0.0/16","AMAZON-02, US","US"
"portailenligne.fr","77.37.76.172","47583","77.37.76.0/24","AS-HOSTINGER, CY","DE"
"publiques-connect.fr","104.21.47.201","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"schwinnfrance.fr","196.196.197.216","41564","196.196.197.0/24","AS41564, GB","SC"
"tjparis-justice.fr","92.113.24.46","47583","92.113.24.0/21","AS-HOSTINGER, CY","UA"
"universiteparis-saclay.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
