"fqdn","ip","asn","ip_prefix","owner","cc"
"antai-gouv-amendes.fr","45.66.230.30","211252","45.66.230.0/24","AS_DELIS, US","BG"
"antscontravention.fr","","","","",""
"auth-leboncoin.fr","192.0.78.24","2635","192.0.78.0/24","AUTOMATTIC, US","US"
"autryoutlets.fr","165.231.200.185","58065","165.231.200.0/24","PACKETEXCHANGE, GB","SC"
"centre-hospitalier-saint-louis.fr","104.21.70.95","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"eeredirectsecu.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"g7-reserver.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"kappaparis.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"lbcsecurise.fr","51.91.236.255","16276","51.91.0.0/16","OVH, FR","FR"
"levisparis.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"mes-commandes-chronopost.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"monespace-reglement.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"nouvelle-cle-digitale-bnpparibas.fr","2.59.255.11","46308","2.59.255.0/24","","BG"
"oraclecloud.fr","","","","",""
"recouvrementamendes.fr","111.90.151.22","45839","111.90.144.0/21","SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY","MY"
"redevance-impots.fr","213.226.123.103","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"redevance-regularisation-impots.fr","213.226.123.103","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"reglements-routiers.fr","195.154.200.9","12876","195.154.0.0/16","Online SAS, FR","FR"
"service-livraison-chronopsot.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"surety-lebonc.fr","104.21.2.163","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"universite-evry.fr","","","","",""
