"fqdn","ip","asn","ip_prefix","owner","cc"
"consulatdefrance.fr","","","","",""
"diadora-paris.fr","196.196.155.10","58065","196.196.155.0/24","PACKETEXCHANGE, GB","SC"
"infos-amendes.fr","","","","",""
"lemsshoes.fr","196.196.155.61","58065","196.196.155.0/24","PACKETEXCHANGE, GB","SC"
"magasinpumafrance.fr","165.231.12.25","57858","165.231.12.0/24","AS57858, US","SC"
"massimoduttifrance.fr","196.245.56.119","58065","196.245.56.0/24","PACKETEXCHANGE, GB","SC"
"misajour.fr","3.66.60.82","16509","3.64.0.0/12","AMAZON-02, US","US"
"oyshofrance.fr","","","","",""
"part-debloc-clientele.fr","","","","",""
"toulouse-cybertek.fr","162.254.39.101","22612","162.254.39.0/24","NAMECHEAP-NET, US","US"
"yahooo.re","51.178.187.42","16276","51.178.0.0/16","OVH, FR","FR"
