"fqdn","ip","asn","ip_prefix","owner","cc"
"100anseedf.fr","104.21.21.79","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"2024-jo-paris.fr","217.160.0.50","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"achat-vehicule-acheteurlbc.fr","191.101.13.250","47583","191.101.12.0/22","AS-HOSTINGER, CY","AE"
"ameli-regularisation-vital.fr","185.98.128.226","210403","185.98.128.0/23","LWS, FR","FR"
"amendesgouv-paiement.fr","","","","",""
"antai-amendes-aide.fr","","","","",""
"antai-mesamendes.fr","","","","",""
"apple-compte.fr","104.21.6.77","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"apple-vision-pro.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"applepro.fr","","","","",""
"appleprovision.fr","","","","",""
"applevision.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"applevisionos.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"applevisionpro.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"assist-reglement.fr","","","","",""
"bnpepargne.fr","154.49.245.49","47583","154.49.244.0/23","AS-HOSTINGER, CY","US"
"bnpparibas-service-cle-digitale.fr","","","","",""
"carterenouv-sante.fr","","","","",""
"chrono-post-retrait-colis.fr","","","","",""
"ctelemrenouvelable.fr","47.87.138.234","8100","47.87.128.0/20","ASN-QUADRANET-GLOBAL, US","US"
"demande-esim-sfr.fr","","","","",""
"dhl-paiement.fr","240.0.0.1","NA","NA","NA",""
"dhlpaiement.fr","","","","",""
"espace-mesamendes-antai.fr","213.226.123.103","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"facturation-chronopost.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"gouv-mes-amendes.fr","","","","",""
"jo-paris.fr","217.160.0.50","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"mcdonalds-donneescorporate.fr","172.67.145.77","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"pole-particulier-debloc.fr","","","","",""
"service-chrono-post-livraison.fr","","","","",""
"sg-espaceclient-acces.fr","213.226.123.177","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"suivichronopost-expedition.fr","","","","",""
"suivie-chronopost.fr","","","","",""
"waltdisneyplus.fr","","","","",""
