"fqdn","ip","asn","ip_prefix","owner","cc"
"amandegouv.fr","","","","",""
"antai-gouv-regularisation.fr","195.110.124.154","39729","195.110.124.0/22","REGISTER-AS, IT","IT"
"assiancesupportt.fr","","","","",""
"axaespaceclient.fr","","","","",""
"colis-chrono-transit.fr","","","","",""
"colis-douane.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"compteverif.fr","213.226.123.103","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"cybertpsn.fr","162.0.217.25","22612","162.0.217.0/24","NAMECHEAP-NET, US","US"
"dgfip-ca3.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"dhl-orderstaus.fr","127.0.0.1","NA","NA","NA",""
"eleclerc-shop.fr","185.65.56.149","20756","185.65.56.0/23","NAMESHIELD, FR","FR"
"everlanefrance.fr","196.244.193.195","58065","196.244.193.0/24","PACKETEXCHANGE, GB","SC"
"impotsocietesurssaf.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"leboncoin-shop.fr","185.65.56.149","20756","185.65.56.0/23","NAMESHIELD, FR","FR"
"vinted-shop.fr","185.65.56.149","20756","185.65.56.0/23","NAMESHIELD, FR","FR"
