"fqdn","ip","asn","ip_prefix","owner","cc"
"acc-ntflx.fr","217.160.0.138","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"accnet-flx.fr","217.160.0.101","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"airbnb-team.fr","","","","",""
"airbnb-verif.fr","","","","",""
"apple-localiser.fr","","","","",""
"carrefour-connexion-clients.fr","","","","",""
"espace-epargne.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"etudiantgouv.fr","","","","",""
"infosecubanquenationaledeparis.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"sg-conexion-particuliers.fr","","","","",""
