"fqdn","ip","asn","ip_prefix","owner","cc"
"amende-en-attente.fr","163.5.160.84","399486","163.5.160.0/24","VIRTUO, CA","FR"
"antai-amendes.fr","162.55.125.105","24940","162.55.0.0/16","HETZNER-AS, DE","DE"
"ants-siv.fr","217.160.0.182","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"banquepop-tour.fr","","","","",""
"creditagricolenord.fr","","","","",""
"dewa-paris.fr","","","","",""
"domainsecuritefrance.fr","13.36.175.75","16509","13.36.0.0/14","AMAZON-02, US","US"
"esp-paypal-login.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"espaceameli-sante.fr","101.99.91.191","45839","101.99.90.0/23","SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY","MY"
"espaceparticuliers-sg.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"groupe-priminvest.fr","","","","",""
"info-monsecupass.fr","185.252.179.15","46308","185.252.179.0/24","","BG"
"infraction-antai.fr","","","","",""
"magasin-cybertektoulon.fr","","","","",""
"magasincybertektoulon.fr","","","","",""
"mon-compte-plus.fr","","","","",""
"monarretmaladie.fr","83.229.19.69","210403","83.229.19.0/24","LWS, FR","FR"
"monespace-colis.fr","213.226.123.160","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"namesecuritefr.fr","13.36.175.75","16509","13.36.0.0/14","AMAZON-02, US","US"
"paiments-antai.fr","","","","",""
"reglement-chronopost.fr","","","","",""
"reply-colissimo.fr","194.147.67.90","51269","194.147.67.0/24","HEXATOM, FR","FR"
"securitedomainabo.fr","52.47.85.164","16509","52.47.0.0/16","AMAZON-02, US","US"
"servsg-maj.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"suivilbc.fr","89.116.147.42","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"xn--axa-scurisation-fnb.fr","80.90.188.116","9123","80.90.188.0/24","TIMEWEB-AS, RU","RU"
