"fqdn","ip","asn","ip_prefix","owner","cc"
"chronopost-colistracking.fr","","","","",""
"chronosecuritefrance.fr","","","","",""
"cmb-terminal.fr","","","","",""
"erreur-acheminement-chronopost.fr","","","","",""
"essence-pas-cher.fr","","","","",""
"fr-infraction.fr","","","","",""
"had0pi.fr","8.8.8.8","15169","8.8.8.0/24","GOOGLE, US","US"
"impot-service.fr","","","","",""
"leboncoinpaiement.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"monespace-engie.fr","","","","",""
"nikefactoryoutletfrance.fr","196.196.38.238","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"regulariser-colis.fr","","","","",""
"securitefranceenter.fr","","","","",""
"supporte-assistance.fr","69.49.235.216","19871","69.49.234.0/23","NETWORK-SOLUTIONS-HOSTING, US","US"
"touloncybertek.fr","89.117.103.81","47583","89.117.102.0/23","AS-HOSTINGER, CY","LT"
"verification-compte.fr","","","","",""
