"fqdn","ip","asn","ip_prefix","owner","cc"
"aboinfosecuritecheck.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"abosecurited.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"anosecuriteabo.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"antai-info-amendes.fr","","","","",""
"chronopost-suivi-expedition.fr","213.226.123.177","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"cpamameli.fr","20.199.180.91","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"creance-antai.fr","20.199.180.91","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"espace-mabanque-bnpparibas.fr","213.226.123.177","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"impaye-antai.fr","","","","",""
"info-espace-clients.fr","","","","",""
"jeux-paris-2024.fr","54.36.91.62","16276","54.36.0.0/16","OVH, FR","FR"
"lbcgroupelivraisons.fr","54.183.102.22","16509","54.183.0.0/17","AMAZON-02, US","US"
"lebonccoin.fr","","","","",""
"mon-reglement-contravention.fr","213.226.123.65","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"nicke-espace-clients.fr","","","","",""
"nickel-espace-clients.fr","","","","",""
"paris2024.re","185.98.131.192","210403","185.98.131.0/24","LWS, FR","FR"
"recordsecurabo.fr","109.172.44.221","207713","109.172.44.0/24","GIR-AS, RU","RU"
"recupayement-leboncoin.fr","","","","",""
"retard-amendes-info.fr","","","","",""
"secnabor.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"securabrin.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"securiteabobo.fr","109.172.44.223","207713","109.172.44.0/24","GIR-AS, RU","RU"
"service-antai.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"support-tiktok.fr","240.0.0.1","NA","NA","NA",""
"transdevrouen.fr","217.160.0.35","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"univ-nancy-lorraine.fr","","","","",""
"univ-nancy.fr","","","","",""
"xn--amende-rglementaire-izb.fr","","","","",""
"xn--rgularisation-impts-bzb1w.fr","172.252.236.122","208226","172.252.236.0/24","OUIHEBERG, FR","US"
