"fqdn","ip","asn","ip_prefix","owner","cc"
"antai-gouv-fr.fr","5.42.199.12","49943","5.42.199.0/24","ITRESHENIYA-AS, RU","RU"
"antaigouv-infraction.fr","","","","",""
"authentificationsg.fr","","","","",""
"chronopost-logistique.fr","213.226.123.65","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"chronopost-reglements.fr","213.226.123.65","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"colissimo-colis-suivi.fr","","","","",""
"gouvernement-antai.fr","87.121.221.114","211252","87.121.221.0/24","AS_DELIS, US","BG"
"guestconnexion.fr","217.160.0.252","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"hunterbottesparis.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"leboncoin-systeme-payement.fr","240.0.0.1","NA","NA","NA",""
"lesniketnplus.fr","107.148.146.136","398823","107.148.144.0/22","PEGTECHINC-AP-02, US","US"
"ornage.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"samsonitefrance.fr","","","","",""
"xn--ma-rgularisation-stationnement-exc.fr","45.155.171.22","62000","45.155.168.0/22","NETRIX-AS SERVERD AS62000, FR","FR"
