"fqdn","ip","asn","ip_prefix","owner","cc"
"alertes-contraventions.fr","87.121.221.114","211252","87.121.221.0/24","AS_DELIS, US","BG"
"amende-service-public.fr","141.98.6.46","211252","141.98.6.0/24","AS_DELIS, US","BG"
"amendes-telepaiement.fr","","","","",""
"amendesantai-info.fr","","","","",""
"animevostfr.fr","172.67.194.242","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"antaigouv-usagers.fr","91.215.85.160","200593","91.215.85.0/24","PROSPERO-AS, RU","RU"
"camionsfordtrucksfrance.fr","146.59.209.152","16276","146.59.0.0/16","OVH, FR","FR"
"chronopost-info-livraisons.fr","213.226.123.71","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"chronopost-suivi-info.fr","","","","",""
"chronopost-supportcolis.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"cmb-app.fr","62.210.53.86","12876","62.210.0.0/16","Online SAS, FR","FR"
"contravention-servicepublic.fr","","","","",""
"dgfip-impots.fr","","","","",""
"dhl-globalmail.fr","","","","",""
"facturation-sfr.fr","","","","",""
"fr-leboncoin.fr","","","","",""
"github.tf","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"info-livraison-chronopost.fr","213.226.123.71","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"infoschrono-moncolis.fr","","","","",""
"infosuivicolis.fr","81.200.149.230","9123","81.200.149.0/24","TIMEWEB-AS, RU","RU"
"m-creediitmutuueel.fr","178.62.1.75","14061","178.62.0.0/18","DIGITALOCEAN-ASN, US","US"
"majorationfrance.fr","185.254.37.214","211252","185.254.37.0/24","AS_DELIS, US","BG"
"o-creeditmutuuel.fr","178.62.1.75","14061","178.62.0.0/18","DIGITALOCEAN-ASN, US","US"
"prestation-caf.fr","","","","",""
"recharge-prepayee.fr","82.165.48.189","8560","82.165.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"sante-infos.fr","82.221.136.1","50613","82.221.128.0/19","THORDC-AS, IS","IS"
"servicesamandes.fr","217.160.0.46","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"societe-generale-securite.fr","","","","",""
"support-caf.fr","","","","",""
"supportsocks.fr","217.26.48.101","29097","217.26.48.0/20","HOSTPOINT-AS, CH","CH"
"u-psud-macss.fr","","","","",""
"usagers-antaigouv.fr","91.215.85.160","200593","91.215.85.0/24","PROSPERO-AS, RU","RU"
"xn--service-rgularisation-j5b.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
