"fqdn","ip","asn","ip_prefix","owner","cc"
"authentpal.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"espace-renouvellement.fr","20.117.234.185","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"europol.re","91.216.107.46","210403","91.216.107.0/24","LWS, FR","FR"
"experience-clients.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"guess-france.fr","","","","",""
"hestrafrance.fr","165.231.200.164","58065","165.231.200.0/24","PACKETEXCHANGE, GB","SC"
"hollistersoldes.fr","","","","",""
"infos-mes-drois-en-ligne.fr","193.233.202.217","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"infos-retard-redistribution.fr","176.123.1.123","200019","176.123.1.0/24","ALEXHOST, MD","MD"
"kappasfrance.fr","165.231.180.185","58065","165.231.180.0/24","PACKETEXCHANGE, GB","SC"
"localiser-services.fr","104.21.38.55","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"lssuranceretraite.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"ma-relivaison-suivi.fr","","","","",""
"mon-espace-assure.fr","104.21.76.16","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"moutlook.fr","170.178.183.18","46844","170.178.183.0/24","SHARKTECH, US","US"
"orangefatt.fr","91.234.194.199","210403","91.234.194.0/23","LWS, FR","FR"
"orangeffact.fr","91.234.194.199","210403","91.234.194.0/23","LWS, FR","FR"
"parcourcup.fr","","","","",""
"remboursement-shotgun-live.fr","213.158.93.16","34762","213.158.92.0/22","COMBELL-AS, BE","IT"
"spotifypromo.fr","18.196.241.217","16509","18.196.0.0/15","AMAZON-02, US","US"
"suiviclient-transport.fr","185.170.214.117","202448","185.170.214.0/24","MVPS www.mvps.net, CY","CY"
"verifier-auth.fr","172.67.202.97","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
