"fqdn","ip","asn","ip_prefix","owner","cc"
"achat-compte-boost.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"afficher-votre-rib-pour-paiement.fr","217.160.0.19","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"astektechnology.fr","217.160.0.108","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"authentifpay.fr","","","","",""
"authifpal.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"banque-cnce.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"cartes-renouvellement.fr","172.187.226.18","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"cci-paris-ldf.fr","","","","",""
"concert2jul.fr","194.145.209.33","200514","194.145.209.0/24","KNOWNSRV, GB","BZ"
"fr-degetel.fr","217.160.0.184","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"fr-epsilon-france.fr","217.160.0.193","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"fr-jems-datafactory.fr","217.160.0.188","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"fr-maincare-solutions.fr","217.160.0.61","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"fr-sia-partners.fr","217.160.0.43","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"gicgouv.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02, US","US"
"informatica-france.fr","217.160.0.101","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"molofrance.fr","","","","",""
"mondiallrelais.fr","87.98.150.35","16276","87.98.128.0/17","OVH, FR","FR"
"nikepegasus.fr","172.67.210.89","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"randstaddigitalfrance.fr","217.160.0.75","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"remontesoldes.fr","172.67.194.115","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"teradata-france.fr","217.160.0.32","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"vansfranceoutlet.fr","165.231.10.30","57858","165.231.10.0/24","AS57858, SC","SC"
"wegovyfrance.fr","217.160.0.68","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"xn--achatpermisfranais-mvb.fr","191.101.104.243","47583","191.101.104.0/24","AS-HOSTINGER, CY","AE"
"xn--contrav-impaye-nkb.fr","","","","",""
"xn--contrav-rglement-1pb.fr","","","","",""
