"fqdn","ip","asn","ip_prefix","owner","cc"
"agirc-arcoo.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"amendes-stationnement.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"authentifspayil.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"authppl1.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"bershkaboutique.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"carrfeour.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"chronopost-ma-livraisons.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"connectfraudn.fr","62.210.144.158","12876","62.210.0.0/16","Online SAS, FR","FR"
"discount-sneaks.fr","23.227.38.36","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"fr-authent.fr","34.163.168.175","396982","34.163.128.0/18","GOOGLE-CLOUD-PLATFORM, US","US"
"frauderpal.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"information-retard-redistrubution.fr","45.86.86.249","200019","45.86.86.0/24","ALEXHOST, MD","RU"
"jonakoutletparis.fr","104.21.6.200","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"lionessfashion.fr","196.196.155.159","58065","196.196.155.0/24","PACKETEXCHANGE, GB","SC"
"macarte-vitale.fr","212.132.104.59","8560","212.132.96.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"mon-renouvellement-sante-en-ligne.fr","172.67.172.252","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"montreparis.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"naosfrance.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"newbalance-france.fr","23.227.38.71","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"paiments-antai-enligne.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"pineterest.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"psycho-bunny.fr","","","","",""
"regularisation-amende.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"sante-renouvellement-en-ligne.fr","172.67.137.228","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"sconect.fr","","","","",""
"service-client-suivis.fr","217.160.0.88","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"suivi-chronopost.fr","78.46.230.48","24940","78.46.0.0/15","HETZNER-AS, DE","DE"
"suivi-lbc.fr","145.14.156.183","47583","145.14.156.0/22","AS-HOSTINGER, CY","DE"
"supportclient-younitedcredit.fr","","","","",""
"venturashop.fr","","","","",""
