"fqdn","ip","asn","ip_prefix","owner","cc"
"apps-clients-pass-secu-sg-assurances.fr","94.156.65.23","394711","94.156.65.0/24","LIMENET, US","BG"
"assurancemaladie-renouvellement.fr","198.50.252.65","16276","198.50.128.0/17","OVH, FR","CA"
"centre-livraison.fr","212.132.115.166","8560","212.132.96.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"connectopal.fr","62.4.16.24","12876","62.4.0.0/19","Online SAS, FR","FR"
"disney-validation.fr","217.160.0.129","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"fr-access.fr","34.163.168.175","396982","34.163.128.0/18","GOOGLE-CLOUD-PLATFORM, US","US"
"fr-sites.fr","","","","",""
"mon-espace-renouvellement-assure.fr","217.160.0.243","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"orang-factures.fr","","","","",""
"windows-store.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"xn--renouvellement-complmentaire-sant-u6cn.fr","45.139.104.76","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
