"fqdn","ip","asn","ip_prefix","owner","cc"
"assure-sante-renouvellement.fr","193.143.1.70","198953","193.143.1.0/24","PROTON66, RU","RU"
"callitspring.fr","","","","",""
"cartevitale-renouvellement.fr","","","","",""
"chaussureslestropeziennes.fr","196.196.57.26","41564","196.196.57.0/24","AS41564, GB","SC"
"complement-lflbc.fr","178.16.128.217","47583","178.16.128.0/22","AS-HOSTINGER, CY","DE"
"concertjul.fr","23.227.38.36","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"edf-valider.fr","199.231.191.162","19318","199.231.184.0/21","IS-AS-1, US","US"
"espace-client-sg.fr","178.208.92.52","210079","178.208.92.0/24","EUROBYTE, RU","RU"
"espacesante-enligne.fr","193.143.1.97","198953","193.143.1.0/24","PROTON66, RU","RU"
"gmoutlet.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"group-colas.fr","46.30.215.47","51468","46.30.208.0/21","ONECOM, DK","DK"
"group-vinci-construction.fr","46.30.215.4","51468","46.30.208.0/21","ONECOM, DK","DK"
"groupe-sonepar.fr","46.30.215.40","51468","46.30.208.0/21","ONECOM, DK","DK"
"grp-nestle-waters.fr","46.30.215.15","51468","46.30.208.0/21","ONECOM, DK","DK"
"lestropeziennessoldes.fr","196.196.38.209","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"majoration-enligne.fr","46.30.215.9","51468","46.30.208.0/21","ONECOM, DK","DK"
"mon-espace-retard-redistrisbution.fr","","","","",""
"repondeursfr.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"rexelgroup-france.fr","46.30.215.20","51468","46.30.208.0/21","ONECOM, DK","DK"
"totesparapluie.fr","104.21.48.145","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"universite-jfc-rodez.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"votre-espace-renouvellement.fr","178.208.92.52","210079","178.208.92.0/24","EUROBYTE, RU","RU"
"xn--mon-espace-sant-renouvellement-pxc.fr","193.233.203.72","200019","193.233.202.0/23","ALEXHOST, MD","RU"
