"fqdn","ip","asn","ip_prefix","owner","cc"
"acces-renouvellement.fr","194.59.30.205","399486","194.59.30.0/24","VIRTUO, CA","BG"
"actualisation-en-ligne.fr","87.120.116.188","401115","87.120.116.0/24","EKABI, US","BG"
"assuranceameli.fr","180.149.197.73","210403","180.149.197.0/24","LWS, FR","FR"
"azsneakers.fr","23.227.38.70","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"boursorama-societegenerale.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"cagricole-maj.fr","45.148.244.81","200019","45.148.244.0/24","ALEXHOST, MD","RU"
"chacofrancefr.fr","104.21.50.253","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"fortuneopretimmo.fr","185.135.132.49","210403","185.135.132.0/24","LWS, FR","FR"
"k-wayoutletfrance.fr","172.67.196.232","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"nikeenfrance.fr","104.21.59.184","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"onrunningoutlet.fr","196.196.101.95","48950","196.196.101.0/24","GLOBALCOLOCATION, GB","SC"
"outlook-mail.fr","","","","",""
"primarkparis.fr","","","","",""
"reebok-fr.fr","196.196.101.116","48950","196.196.101.0/24","GLOBALCOLOCATION, GB","SC"
"reglement-contravention-auto.fr","91.208.162.231","200019","91.208.162.0/24","ALEXHOST, MD","MD"
"santeinfo-2024.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"timberlandfrance.fr","196.196.206.77","58065","196.196.206.0/24","PACKETEXCHANGE, GB","SC"
"uggfrancefr.fr","172.67.141.104","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"uggindustrie.fr","23.227.38.67","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"universite-bordeaux.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
