"fqdn","ip","asn","ip_prefix","owner","cc"
"banijaygroup.fr","217.160.0.186","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"bouyguestravauxpublics.fr","34.120.137.41","396982","34.120.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"casinogroup.fr","217.160.0.96","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"espaceclientca-particulier.fr","148.113.42.205","16276","148.113.0.0/18","OVH, FR","CA"
"franfinancefr.fr","217.160.0.72","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"louboutinpaschersoldes.fr","","","","",""
"premium-france.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"secpayle-bonc.fr","213.130.145.115","47583","213.130.145.0/24","AS-HOSTINGER, CY","GB"
"securerenouv.fr","193.203.239.81","210403","193.203.239.0/24","LWS, FR","FR"
"yoursneakers.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
