"fqdn","ip","asn","ip_prefix","owner","cc"
"aldofrance.fr","172.67.182.103","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"cdscount.fr","172.67.177.155","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"commissaires-aux-comptes.fr","23.227.38.68","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"contactmail-dggn.fr","83.229.19.76","210403","83.229.19.0/24","LWS, FR","FR"
"dfps-tva-facturation-dgfip.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"docusigns.fr","51.158.119.82","12876","51.158.0.0/15","Online SAS, FR","FR"
"livraisons-mondial-relay.fr","","","","",""
"mes-actualisatons-assure-en-ligne.fr","193.233.203.197","200019","193.233.203.0/24","ALEXHOST, MD","RU"
"mon-service-mondial-relay.fr","172.187.216.170","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"moncomptesecure.fr","192.0.78.24","2635","192.0.78.0/24","AUTOMATTIC, US","US"
"parajumpersoutlet.fr","104.21.58.199","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"proleboncoin.fr","217.160.0.193","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"scarpa-france.fr","172.67.161.10","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"shoptonbillet.fr","23.227.38.66","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"slipslpal.fr","","","","",""
"sprayground-france.fr","","","","",""
"suivis-leboncoin.fr","217.160.0.8","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"temu.yt","104.21.29.98","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"tn-addict-store.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"uggsshop.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"vejaparis.fr","","","","",""
