"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-messages.fr","68.65.123.95","22612","68.65.123.0/24","NAMECHEAP-NET, US","US"
"auth-app-amazon.fr","","","","",""
"banque-popuplaire.fr","","","","",""
"ca-morbihian.fr","","","","",""
"caisses-epargne.fr","52.17.250.95","16509","52.16.0.0/15","AMAZON-02, US","US"
"comptabilite-mcdonalds.fr","87.98.150.35","16276","87.98.128.0/17","OVH, FR","FR"
"connexion-caisse-epargne.fr","185.13.39.127","197922","185.13.39.0/24","FIRSTHEBERG, FR","FR"
"icloudmaps.fr","162.241.85.14","46606","162.241.85.0/24","UNIFIEDLAYER-AS-1, US","US"
"secure3d.fr","","","","",""
"www-airbnb.fr","","","","",""
