"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-carte-vitale-info.fr","","","","",""
"bouygues-assist-info.fr","","","","",""
"chronopost-consignation.fr","91.217.77.68","50113","91.217.77.0/24","SUPERSERVERSDATACENTER, CZ","SC"
"colis-interruption.fr","","","","",""
"connectelbccompte.fr","103.174.152.146","147303","103.174.152.0/24","COLOCONE1-AS-AP ColoCone, BD","BD"
"connexion-banquepostale.fr","","","","",""
"connexion-netfiix.fr","","","","",""
"critair-ecologie.fr","","","","",""
"edf-ecowatt.fr","2.56.247.226","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"edf-espacesecurise.fr","","","","",""
"edfcontact.fr","","","","",""
"envoi-chronopost.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"faussairepro.fr","","","","",""
"fauxbillet.fr","","","","",""
"faxebook.fr","64.190.63.111","47846","64.190.62.0/23","SEDO-AS, DE","DE"
"formulevitale.fr","","","","",""
"hotmayl.fr","","","","",""
"hyundaiq.fr","","","","",""
"identifiant-iphone.fr","172.67.152.161","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"info-retriate.fr","185.53.177.52","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"infos-maladie.fr","45.148.116.57","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"instruction-ameli.fr","","","","",""
"lac-bordeaux-cybertek.fr","","","","",""
"mon-espace-client-cnp.fr","213.123.60.239","2856","213.120.0.0/14","BT-UK-AS BTnet UK Regional network, GB","GB"
"monespace-edf.fr","","","","",""
"monespacesuivi.fr","178.128.197.41","14061","178.128.192.0/20","DIGITALOCEAN-ASN, US","US"
"netflix-moncompte-a-jour.fr","","","","",""
"netflix-reguiarisation-compte.fr","","","","",""
"netflix-regularisation-compte.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"netfllxfrance.fr","62.4.16.12","12876","62.4.0.0/19","Online SAS, FR","FR"
"nfo-retraite.fr","185.53.177.54","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"orange-mail01.fr","","","","",""
"particuliers-messageriemail.fr","","","","",""
"rechargecptelbc.fr","","","","",""
"renouvellement-sante.fr","","","","",""
"renouvellementsfr.fr","193.233.203.207","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"renouvellementsvitale.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"sac-michael-kors.fr","","","","",""
"securitenetflix.fr","179.43.155.220","51852","179.43.128.0/18","PLI-AS, PA","PA"
"service-client-macartevitale.fr","54.89.148.116","14618","54.89.0.0/16","AMAZON-AES, US","US"
"service-support-ameli.fr","","","","",""
"societe-generale-acces.fr","179.43.162.93","51852","179.43.128.0/18","PLI-AS, PA","PA"
"societe-generale-particulier.fr","195.110.124.154","39729","195.110.124.0/22","REGISTER-AS, IT","IT"
"societegenerale-verification.fr","45.148.116.57","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"verification-chronopost.fr","","","","",""
"vitale-espaceclient.fr","","","","",""
