"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-infocartevitale.fr","","","","",""
"ameli-registre.fr","","","","",""
"ameli-regularisation.fr","","","","",""
"ameliemacartevitale.fr","","","","",""
"arca-boutique.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"assurancemaladieformulaire.fr","","","","",""
"assure-info-sante.fr","45.148.116.57","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"authselect.fr","88.151.197.218","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
"billabongoutlet.fr","196.247.61.198","41564","196.247.61.0/24","AS41564, SE","SC"
"cartevitaleservice.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"chronopost-acheminement-colis.fr","","","","",""
"chronopost-interruption.fr","","","","",""
"com-client.fr","","","","",""
"compteameli-cartevitale.fr","","","","",""
"connexion-ntlx.fr","88.151.197.237","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
"connexions-netflix.fr","34.70.1.72","396982","34.70.0.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"contact-amazon.fr","","","","",""
"contest-sg-info.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"couponpcs.fr","91.216.107.189","210403","91.216.107.0/24","LWS, FR","FR"
"espaceclient-informa.fr","85.239.33.207","200019","85.239.33.0/24","ALEXHOST, MD","RU"
"espaceclient-informations.fr","","","","",""
"expedition-colis-chronopost.fr","","","","",""
"fonctionvitale.fr","88.151.197.218","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
"gouv-dgfip.fr","","","","",""
"inload-leboncoin.fr","213.246.62.202","21409","213.246.32.0/19","IKOULA, FR","FR"
"l-brochart-dgfip.fr","91.216.107.146","210403","91.216.107.0/24","LWS, FR","FR"
"laposte-connections.fr","","","","",""
"legal-start.fr","217.160.0.110","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"ma-vignette-critair.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"mabanque-infosecure.fr","","","","",""
"netfiix-aideclient.fr","","","","",""
"netflixaides.fr","","","","",""
"outletcarhartt.fr","196.196.57.48","41564","196.196.57.0/24","AS41564, SE","SC"
"particulier-messageriepro.fr","","","","",""
"pcsrecharge.fr","","","","",""
"sante-info-publique.fr","23.227.199.169","29802","23.227.199.0/24","HVC-AS, US","US"
"service-vitale.fr","13.38.52.148","16509","13.36.0.0/14","AMAZON-02, US","US"
"sg-se-connecter.fr","","","","",""
"transcashrecharge.fr","","","","",""
"votre-assuvitale.fr","37.44.237.128","49434","37.44.237.0/24","HARMONYHOSTING-AS, FR","FR"
"xn--cartevitaleamli-nnb.fr","37.44.237.128","49434","37.44.237.0/24","HARMONYHOSTING-AS, FR","FR"
