"fqdn","ip","asn","ip_prefix","owner","cc"
"aide-service.fr","","","","",""
"app-netfiix.fr","","","","",""
"assistant-netflix.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"assurancemaladieamelie.fr","","","","",""
"assurances-amelie.fr","","","","",""
"assurecompte-ameli.fr","","","","",""
"authentification-verif.fr","","","","",""
"cartevitale-demande.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"choronopost-suivi.fr","","","","",""
"chronopost-express-suivi.fr","","","","",""
"chronopostsupport.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"compteparticulierssocietegenerale.fr","","","","",""
"connexionassurancemaladie.fr","","","","",""
"declareamelifr.fr","","","","",""
"espace-client-orange.fr","","","","",""
"espaceclients-ameli.fr","","","","",""
"express-suivi-chronopost.fr","37.44.237.128","49434","37.44.237.0/24","HARMONYHOSTING-AS, FR","FR"
"infosseccvitale.fr","","","","",""
"macarte-vital.fr","","","","",""
"mon-compte-sante.fr","","","","",""
"mon-espacesantes.fr","41.216.183.181","400377","41.216.183.0/24","AS-DC, US","ZA"
"mon-expiration-vitale.fr","","","","",""
"mondisnayeplus.fr","","","","",""
"monespacesocietegeneral.fr","","","","",""
"orange-clientespace.fr","45.148.116.57","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"orange-mail03.fr","194.206.126.209","8362","194.206.126.0/24","20 rue Denis Papin, FR","FR"
"pharmacie-carte-sante.fr","","","","",""
"sante-publique-infos.fr","","","","",""
"secure-chronopost.fr","","","","",""
"service-disneyplus.fr","45.156.86.23","44592","45.156.86.0/24","SKYLINK, NL","NL"
"serviceclientnetflix.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"services-sante-client.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"societe-generale-securepass.fr","","","","",""
"societegeneraleinfo.fr","","","","",""
"souscription-ntflx.fr","99.83.175.80","16509","99.83.160.0/20","AMAZON-02, US","US"
"suspension-colis.fr","","","","",""
"suspension-compte-france.fr","31.222.229.168","202448","31.222.229.0/24","MVPS www.mvps.net, CY","CY"
"wannadoo.fr","","","","",""
"xanadoo.fr","","","","",""
"xn--totalenerges-1fb.fr","","","","",""
