"fqdn","ip","asn","ip_prefix","owner","cc"
"airbourne-france.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"assure-espace-demande-renouvellement.fr","176.123.2.26","200019","176.123.2.0/24","ALEXHOST, MD","MD"
"businessverif.fr","20.117.224.127","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"c-agricole-maj.fr","","","","",""
"cartevitale-en-ligne.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"chaussuresideale.fr","172.67.149.114","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"compte-assure.fr","","","","",""
"confortoutlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"espace-client-ameli-sante.fr","198.49.23.145","53831","198.49.23.0/24","SQUARESPACE, US","US"
"frankiesbikinis.fr","196.196.38.233","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"gricole.fr","104.21.45.104","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"localiser-assistance.fr","103.53.40.140","394695","103.53.40.0/22","PUBLIC-DOMAIN-REGISTRY, US","IN"
"mondialrelays.fr","20.117.224.127","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"net-flix.fr","185.135.132.98","210403","185.135.132.0/24","LWS, FR","FR"
"payement-contravention.fr","45.139.104.97","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"remboursementsante-ameli.fr","20.117.224.127","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"sante-sms-carte.fr","","","","",""
"sg-pass-maj.fr","193.27.90.240","200019","193.27.90.0/24","ALEXHOST, MD","RU"
"sms-relivraison-espace.fr","","","","",""
"stussysiteofficiel.fr","172.67.155.244","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"webmailfree.fr","109.234.164.34","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"wetransfers.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
