"fqdn","ip","asn","ip_prefix","owner","cc"
"agent-dgsi.fr","185.98.131.135","210403","185.98.131.0/24","LWS, FR","FR"
"auchanfrance.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"bot-leboncoin.fr","217.160.0.168","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"canadapost.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"espace-cartevitale.fr","45.155.168.43","62000","45.155.168.0/24","NETRIX-AS SERVERD AS62000, FR","FR"
"expirationcarte-vitale.fr","45.139.104.97","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"franceconnect-assurance.fr","51.120.240.27","8075","51.120.0.0/16","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"intermarche-mousquetaires.fr","217.160.0.18","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"rbpaypl.fr","62.210.130.168","12876","62.210.0.0/16","Online SAS, FR","FR"
"regularisation-contravention.fr","20.117.224.127","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"secure-paypal.fr","34.66.238.77","396982","34.66.224.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"stussyoff.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"telegram.yt","172.67.216.169","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
