"fqdn","ip","asn","ip_prefix","owner","cc"
"acheter-compte-snap.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"allbirdsfr.fr","","","","",""
"annonce28775-bon-coin.fr","46.202.172.183","47583","46.202.168.0/21","AS-HOSTINGER - Hostinger International Limited, CY","UA"
"casino-win-airlines.fr","172.67.162.100","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casinostake.fr","","","","",""
"ch-sedan.fr","212.129.27.193","12876","212.129.0.0/18","AS12876 - Scaleway SAS, FR","FR"
"clim-prodestock.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"confirmation-mon-rendez-vous-securise-leboncoin.fr","","","","",""
"cooljet-fr.fr","2.57.91.229","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"cressuscassino.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS - Eurofiber France SAS, FR","FR"
"groupecasino1.fr","","","","",""
"isg-paris.fr","83.229.19.70","210403","83.229.19.0/24","LWS - Groupe LWS SARL, FR","FR"
"leon1.fr","","","","",""
"leoncasinoleon.fr","","","","",""
"maillotnba.fr","","","","",""
"moncreditlaposte.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"mondial-relais-colis.fr","198.185.159.144","53831","198.185.159.0/24","SQUARESPACE - Squarespace, Inc., US","US"
"serviceclientprime.fr","","","","",""
"spinsycasinos.fr","","","","",""
"tickets-celinedion.fr","23.227.38.72","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"ugreenfrance.fr","","","","",""
"univnime.fr","51.91.236.255","16276","51.91.0.0/16","OVH - OVH SAS, FR","FR"
"univnimes.fr","51.91.236.255","16276","51.91.0.0/16","OVH - OVH SAS, FR","FR"
"wildzyfr.fr","104.21.62.17","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"win-kingdom.fr","","","","",""
"winkingdom-fr.fr","104.21.30.74","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"winouiwin.fr","","","","",""
"x7casino1.fr","","","","",""
"x7casinox7.fr","","","","",""
"xn--casinopriv-k7a.fr","","","","",""
"xn--privcasino-e7a.fr","","","","",""
