"fqdn","ip","asn","ip_prefix","owner","cc"
"banquepopulairego.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"caisse-epargnes.fr","","","","",""
"casino-malina.fr","","","","",""
"coincasinos.fr","","","","",""
"com-paiement.fr","188.241.222.239","5606","188.241.222.0/24","GTS-BACKBONE - GTS Telecom SRL, RO","RO"
"dgfipfinancegouv.fr","","","","",""
"dgfipgouvfinances.fr","","","","",""
"espace-confirm-lb.fr","","","","",""
"facture-prime.fr","","","","",""
"gamblerina-fr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS - Eurofiber France SAS, FR","FR"
"gamblerina-france.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS - Eurofiber France SAS, FR","FR"
"gamblerinas.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS - Eurofiber France SAS, FR","FR"
"iclouds.fr","91.195.240.94","47846","91.195.240.0/23","SEDO-AS - SEDO GmbH, DE","DE"
"magicalspinfrance.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"moncolis-suivre.fr","78.138.58.71","210403","78.138.58.0/24","LWS - Groupe LWS SARL, FR","FR"
"montbellfrance.fr","172.67.141.168","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"notifcationmail.fr","","","","",""
"services-universite-paris-saclay.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"univ-tous.fr","","","","",""
"wero-redirection.fr","104.21.26.177","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
