"fqdn","ip","asn","ip_prefix","owner","cc"
"1monpay-pal.fr","","","","",""
"account-validation.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"ameli-assurvitale.fr","","","","",""
"ameli-infogouv.fr","","","","",""
"ameli-vitale-secure.fr","","","","",""
"assure-amelie.fr","","","","",""
"cartevitale-assurancemaladie.fr","","","","",""
"connexion-netflixinfo.fr","154.49.216.47","34534","154.49.216.0/24","BULLIONET, FR","US"
"findmyiphone-apple.fr","","","","",""
"info-assure-login.fr","179.43.163.110","51852","179.43.128.0/18","PLI-AS, PA","PA"
"infoameli.fr","","","","",""
"infosecurepass.fr","","","","",""
"ma-carte-vitale-ameli.fr","","","","",""
"monespacevitale.fr","","","","",""
"netflix-compte-support.fr","179.43.142.59","51852","179.43.128.0/18","PLI-AS, PA","PA"
"paiementnetflix.fr","","","","",""
"swisslifesbanque.fr","","","","",""
"xn--scurit-social-bhbf.fr","","","","",""
