"fqdn","ip","asn","ip_prefix","owner","cc"
"abonnement-reactivation.fr","","","","",""
"abonnements-reactivation.fr","","","","",""
"acceuil-support-amande.fr","212.87.204.108","211252","212.87.204.0/24","AS_DELIS, US","BG"
"allocations-familiale.fr","89.116.147.98","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"ameli-formulaire.fr","191.101.2.236","47583","191.101.2.0/24","AS-HOSTINGER, CY","AE"
"amende-gov.fr","79.110.62.116","211252","79.110.62.0/24","AS_DELIS, US","BG"
"amendes-gouv-facturation.fr","213.226.123.40","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"annulationsg-exhpm.fr","","","","",""
"bot-interpol.fr","217.160.0.229","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"caf-caisse.fr","89.116.147.98","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"caisse-allocations-familiales.fr","89.116.147.98","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"cartevitalameli.fr","","","","",""
"chronopost-colis-livraison.fr","82.165.114.248","8560","82.165.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"dhl-service-livraison.fr","213.226.123.40","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"espaceparticulier-suspension.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"formulaire-ameli-aide.fr","141.136.44.227","47583","141.136.44.0/24","AS-HOSTINGER, CY","LT"
"gouv-info.fr","82.165.236.231","8560","82.165.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"hdpmk-sg.fr","","","","",""
"help-gouv-amende.fr","","","","",""
"hmcvg-sg.fr","","","","",""
"hmpfx-sg.fr","","","","",""
"impot-ict.fr","51.81.241.172","16276","51.81.128.0/17","OVH, FR","US"
"leboncoin-pay.fr","","","","",""
"lemonde-abonnement.fr","104.234.204.165","399486","104.234.204.0/24","VIRTUO, CA","CA"
"netflix-moncomptes.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"no-reply-france-chrono-livraison.fr","89.116.147.4","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"phjvx-sg.fr","","","","",""
"redirection-infopublic.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"service-activations.fr","","","","",""
"sg-exvhn.fr","","","","",""
"sg-exvho.fr","","","","",""
"sg-mxphe.fr","","","","",""
"srvicelbcpaye.fr","89.116.147.51","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
