"fqdn","ip","asn","ip_prefix","owner","cc"
"2023-informations.fr","109.172.44.198","207713","109.172.44.0/24","GIR-AS, RU","RU"
"aide-caf.fr","89.116.147.98","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"ameli-info-cartevitale.fr","89.116.229.251","47583","89.116.228.0/23","AS-HOSTINGER, CY","LT"
"ameli-mavitale.fr","185.247.117.61","60781","185.247.117.0/24","LEASEWEB-NL-AMS-01 Netherlands, NL","GI"
"amelimavitaie.fr","","","","",""
"amendes-contravention.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"amendes-infogouv.fr","185.247.117.61","60781","185.247.117.0/24","LEASEWEB-NL-AMS-01 Netherlands, NL","GI"
"antai-gov.fr","185.225.73.36","211252","185.225.73.0/24","AS_DELIS, US","BG"
"antaiamende.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"appleid-privacy.fr","104.21.8.244","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"banque-bnp-paribas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"chaussures-ideales.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"chronopost-livraison-colis.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"chronopost-relaiscolis.fr","213.32.89.44","16276","213.32.0.0/17","OVH, FR","FR"
"clients-banque-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"contravention-antail.fr","79.110.62.160","211252","79.110.62.0/24","AS_DELIS, US","BG"
"cpamrennes.fr","","","","",""
"espaceamende-antaigouv.fr","194.37.81.206","60781","194.37.81.0/24","LEASEWEB-NL-AMS-01 Netherlands, NL","GI"
"europol-ministere-interieur.fr","","","","",""
"facturationsupport.fr","5.8.10.89","34665","5.8.10.0/23","PINDC-AS, RU","RU"
"gouv-aides.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"gouv-assurance-maladie.fr","20.199.17.199","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"informations-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"lbc-afficher-ton-rib.fr","217.160.0.217","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"le-boncoin-entreparticulier.fr","193.203.239.81","210403","193.203.239.0/24","LWS, FR","FR"
"messagerie1-leboncoin.fr","185.26.122.80","62082","185.26.122.0/24","HOSTLAND, RU","RU"
"nantes-cybertek.fr","","","","",""
"nouvelle-cle-digital-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"ntflx-activite.fr","20.199.17.199","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"payementsecu.fr","217.160.0.50","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"redirection-amende.fr","15.236.239.104","16509","15.236.0.0/15","AMAZON-02, US","US"
"relivraison-colissimo.fr","89.116.228.14","47583","89.116.228.0/23","AS-HOSTINGER, CY","LT"
"service-cle-digital-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"service-client-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"service-nickel.fr","79.110.62.157","211252","79.110.62.0/24","AS_DELIS, US","BG"
"sgparticuliers.fr","109.172.44.210","207713","109.172.44.0/24","GIR-AS, RU","RU"
"support-antai.fr","45.95.233.44","207713","45.95.233.0/24","GIR-AS, RU","RU"
"support-chrono.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"verifica-chronopost.fr","","","","",""
