"fqdn","ip","asn","ip_prefix","owner","cc"
"aide-amende.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"amandes-payement.fr","217.160.0.188","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"amende-aides-gouvernement.fr","","","","",""
"amendes-gov.fr","23.97.148.19","8075","23.96.0.0/14","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"amendespaiement.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"antai-amendes-reglement.fr","213.226.123.104","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"antai-france-amende.fr","","","","",""
"bnp-paribas-mabanque.fr","","","","",""
"bnp-paribas-mescomptes.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"bnpparibas-mescomptes.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"chrno-acheminement.fr","","","","",""
"chronopost-particuliers.fr","","","","",""
"compte-aide.fr","62.4.16.95","12876","62.4.0.0/19","Online SAS, FR","FR"
"connexion-mabanque-bnp-paribas.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"creditdunordfrance.fr","217.160.0.42","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"critair-espace-paiement.fr","","","","",""
"cwca95-societegenerale.fr","","","","",""
"dhl-express.fr","","","","",""
"edf-particuliers.fr","31.22.4.233","34119","31.22.4.0/24","WILDCARD-AS Wildcard UK Limited, GB","GB"
"espace-critair-paiements.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"espace-esim-sfr.fr","20.61.197.163","8075","20.48.0.0/12","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"espace-labanqueepostale.fr","178.128.150.239","14061","178.128.144.0/20","DIGITALOCEAN-ASN, US","US"
"fr-absys-cyborg.fr","","","","",""
"fr-arte-france.fr","","","","",""
"fr-astek.fr","","","","",""
"fr-ivalua.fr","","","","",""
"fr-nomios.fr","","","","",""
"gouv-certificatcritair.fr","213.32.105.172","16276","213.32.0.0/17","OVH, FR","FR"
"hmoutlet.fr","","","","",""
"info-maladie.fr","181.214.147.44","15440","181.214.147.0/24","BALTNETA Customers AS, LT","AE"
"infoclient-colis-chrono.fr","88.151.197.218","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
"mabanque-connexion-bnpparibas.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"mosaicfinance-client.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"netfix-assistance.fr","240.0.0.1","NA","NA","NA",""
"netfliix-payment.fr","","","","",""
"netflixconnection.fr","185.225.74.225","211252","185.225.74.0/24","AS_DELIS, US","BG"
"netflixfilms.fr","45.148.119.222","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"netflixservice.fr","","","","",""
"orangeespaceclient.fr","193.233.203.223","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"particulier-labanqueepostale.fr","178.128.150.239","14061","178.128.144.0/20","DIGITALOCEAN-ASN, US","US"
"pickuprelais-colis.fr","191.101.81.29","47583","191.101.80.0/23","AS-HOSTINGER, CY","AE"
"redirection-servicefr.fr","15.188.75.101","16509","15.188.0.0/16","AMAZON-02, US","US"
"suivie-chronopost.fr","181.214.147.44","15440","181.214.147.0/24","BALTNETA Customers AS, LT","AE"
"supportlivraison-chronopost.fr","51.77.203.217","16276","51.77.0.0/16","OVH, FR","FR"
"urssaf-paysdelaloire.fr","","","","",""
"vitalesecu-ameli.fr","185.181.8.249","60781","185.181.8.0/24","LEASEWEB-NL-AMS-01 Netherlands, NL","GI"
"xn--chrono-expdition-suivi-k8b.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"xn--chronopostdptacheminement-lic21a.fr","92.118.39.89","47890","92.118.39.0/24","UNMANAGED-DEDICATED-SERVERS, GB","RO"
"xn--dmarche-service-bnb.fr","51.255.126.147","16276","51.254.0.0/15","OVH, FR","FR"
"yb-facturation.fr","181.214.147.14","15440","181.214.147.0/24","BALTNETA Customers AS, LT","AE"
