"fqdn","ip","asn","ip_prefix","owner","cc"
"activation-pass-securite.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"alerte-amende.fr","213.202.212.117","24961","213.202.192.0/18","MYLOC-AS IP Backbone of myLoc managed IT AG, DE","DE"
"amende-secure.fr","185.215.166.113","51167","185.215.166.0/24","CONTABO, DE","DE"
"amendegouv2023.fr","45.148.119.215","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"amendes-gouv-help.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"antai-espace.fr","111.90.151.146","45839","111.90.144.0/21","SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY","MY"
"app-nickel.fr","51.89.158.66","16276","51.89.0.0/16","OVH, FR","FR"
"ca-noeljeanfrancoissecurposte.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"caisse-asssu-maladie.fr","","","","",""
"caisse-assu-maladie.fr","45.148.119.125","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"chronopost-livraison-fr.fr","81.161.229.76","211252","81.161.229.0/24","AS_DELIS, US","BG"
"chronopost-register.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"chronopost-suivi-informations.fr","89.116.147.37","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"espace-amendes-paiements.fr","185.246.220.199","211252","185.246.220.0/24","AS_DELIS, US","BG"
"facturationparticuliers.fr","104.21.37.51","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"gouv-indemnite.fr","181.214.147.14","15440","181.214.147.0/24","BALTNETA Customers AS, LT","AE"
"group-cora.fr","78.138.58.31","210403","78.138.58.0/24","LWS, FR","FR"
"info-transport.fr","","","","",""
"ma-demande-cartevitale.fr","153.92.221.157","47583","153.92.216.0/21","AS-HOSTINGER, CY","US"
"ma-facture-edf.fr","193.203.15.201","51167","193.203.15.0/24","CONTABO, DE","DE"
"mes-amandes.fr","153.92.221.157","47583","153.92.216.0/21","AS-HOSTINGER, CY","US"
"moncompte-renouvellement.fr","153.92.221.157","47583","153.92.216.0/21","AS-HOSTINGER, CY","US"
"netfiix-renouv.fr","192.153.57.221","399629","192.153.57.0/24","BLNWX, US","US"
"netflix-aps.fr","","","","",""
"netflix-log.fr","89.23.103.21","207713","89.23.103.0/24","GIR-AS, RU","RU"
"netflixapps.fr","45.140.164.242","208226","45.140.164.0/24","OUIHEBERG, FR","GB"
"onlyfans.pm","89.116.147.90","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"paaypal.fr","137.74.232.248","16276","137.74.0.0/16","OVH, FR","FR"
"packps5.fr","","","","",""
"payement-netflix.fr","152.89.196.187","57523","152.89.196.0/24","CHANGWAY-AS, HK","RU"
"restrictions-netflix.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"service-amendes.fr","13.38.107.100","16509","13.36.0.0/14","AMAZON-02, US","US"
"sfr-confirmation.fr","45.145.164.160","207992","45.145.164.0/24","FEELB, FR","FR"
"sginfopass.fr","62.210.119.184","12876","62.210.0.0/16","Online SAS, FR","FR"
"suivis-informations.fr","","","","",""
"transport-info.fr","88.151.197.196","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
"xn--franceconnect-sant-swb.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"xn--sant-verif-e7a.fr","20.199.177.26","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
