"fqdn","ip","asn","ip_prefix","owner","cc"
"alf-verification.fr","","","","",""
"ameli-assurance-vitale.fr","","","","",""
"ameli-macarte-fr.fr","92.118.39.89","47890","92.118.39.0/24","UNMANAGED-DEDICATED-SERVERS, GB","RO"
"ameli-paris.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"ameli-vitale-aide.fr","194.31.150.252","47583","194.31.150.0/24","AS-HOSTINGER, CY","DE"
"amendes-regulations.fr","80.76.51.231","211252","80.76.51.0/24","AS_DELIS, US","BG"
"assistance-accountsav.fr","92.118.39.89","47890","92.118.39.0/24","UNMANAGED-DEDICATED-SERVERS, GB","RO"
"attestation-vignettecritair.fr","91.213.50.92","49943","91.213.50.0/24","ITRESHENIYA-AS, RU","RU"
"authentification-dsp2.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"bnpparibas-mes-comptes.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"cafpaylib-recup.fr","216.239.34.21","15169","216.239.34.0/24","GOOGLE, US","US"
"chronopost-relaicolis.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"chronopost-suivi-commande.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"chronosupport.fr","185.98.131.195","210403","185.98.131.0/24","LWS, FR","FR"
"codegouv.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"colis-france.fr","51.91.78.174","16276","51.91.0.0/16","OVH, FR","FR"
"compte-bnpparibas.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"comptes-bnpparibas.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"connexion-banquepopulaire.fr","","","","",""
"cybertek-portet.fr","","","","",""
"demande-sim.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"dhl-suivi.fr","45.15.25.148","47583","45.15.24.0/22","AS-HOSTINGER, CY","DE"
"disney-securise.fr","","","","",""
"dossiercontravention-info.fr","179.43.154.223","51852","179.43.128.0/18","PLI-AS, PA","PA"
"eco-critair.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"erreur-acheminement-chronopost.fr","45.12.253.20","211252","45.12.253.0/24","AS_DELIS, US","BG"
"esim-annulation-sfr.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"gouv-oclctic.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"gouv-payement.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"informcvitale.fr","","","","",""
"mavitalinfo.fr","20.199.17.199","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"mes-comptes-bnp-paribas.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"mesamendes-antai.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"moncompte-sg.fr","81.88.57.68","39729","81.88.57.0/24","REGISTER-AS, IT","IT"
"netflixfrance.fr","92.118.39.89","47890","92.118.39.0/24","UNMANAGED-DEDICATED-SERVERS, GB","RO"
"orange-facture.fr","193.233.203.223","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"portailorange.fr","99.83.175.80","16509","99.83.160.0/20","AMAZON-02, US","US"
"reactivation-espace-lbp.fr","51.91.78.174","16276","51.91.0.0/16","OVH, FR","FR"
"securite-social.fr","162.19.3.168","16276","162.19.0.0/17","OVH, FR","FR"
"service-amende.fr","85.209.135.224","211252","85.209.135.0/24","AS_DELIS, US","BG"
"service-publique-amende.fr","45.128.234.223","211252","45.128.234.0/24","AS_DELIS, US","BG"
"servicesaccount.fr","51.91.253.231","16276","51.91.0.0/16","OVH, FR","FR"
"societe-generale-secu.fr","185.248.33.6","208226","185.248.33.0/24","OUIHEBERG, FR","GB"
"stationnement-amende.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"xn--amende-rgularisation-i2b.fr","15.197.142.173","16509","15.197.128.0/20","AMAZON-02, US","US"
"xn--societegnralscuritdsp2-i8bbef.fr","185.248.33.6","208226","185.248.33.0/24","OUIHEBERG, FR","GB"
"xn--vrification-clients-bzb.fr","213.226.123.72","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"ztk72n-societegenerale.fr","","","","",""
