"fqdn","ip","asn","ip_prefix","owner","cc"
"amelirenouvellemnt.fr","193.203.15.201","51167","193.203.15.0/24","CONTABO, DE","DE"
"amendes-pv.fr","193.42.33.76","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"amendesantai.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"antai-contraventions.fr","193.203.15.201","51167","193.203.15.0/24","CONTABO, DE","DE"
"antai-formulaire-aide.fr","193.42.33.189","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"asics-outletfrance.fr","","","","",""
"bnpparibas-service-carte-visa.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"bnpparibas-service-cledigital.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"brooksrunning-france.fr","196.196.223.160","58065","196.196.223.0/24","PACKETEXCHANGE, GB","SC"
"certicode-activation.fr","217.160.173.219","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"chaussurescamper.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"chronopost-suiviexpress.fr","193.42.33.189","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"colis-chronopost-livraison.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"compte-la-banque-postale.fr","45.34.14.129","40676","45.34.12.0/22","AS40676, US","US"
"connexion-espace-bnp.fr","213.226.123.40","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"cybertek-anglet.fr","","","","",""
"dieselchaussure.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"doctolib-infos.fr","161.97.165.155","51167","161.97.160.0/20","CONTABO, DE","DE"
"generale-espace.fr","","","","",""
"gouvpaiementamende.fr","45.148.119.212","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"id-orange.fr","89.116.147.182","47583","89.116.146.0/23","AS-HOSTINGER, CY","LT"
"moncomptebnp.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"monespacebnp.fr","","","","",""
"navigo-update.fr","37.16.75.69","43641","37.16.75.0/24","SOLLUTIUM-NL, PL","PL"
"nike-tn-pascher.fr","193.203.239.70","210403","193.203.239.0/24","LWS, FR","FR"
"paytpal.fr","62.210.119.184","12876","62.210.0.0/16","Online SAS, FR","FR"
"redirection-espacesante.fr","185.246.220.203","211252","185.246.220.0/24","AS_DELIS, US","BG"
"renouvellement-ameli.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"service-carte-visa-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"service-cledigital-bnpparibas.fr","212.87.204.104","211252","212.87.204.0/24","AS_DELIS, US","BG"
"sgxp-sg.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"suiviexpedition.fr","37.220.86.4","207713","37.220.86.0/24","GIR-AS, RU","RU"
"suivis-chrono-post.fr","45.148.119.212","203790","45.148.119.0/24","UP-NETWORK, FR","CH"
"traitementamendes.fr","45.158.77.46","207992","45.158.77.0/24","FEELB, FR","GB"
"xn--amendes-rgularisation-j5b.fr","79.110.62.160","211252","79.110.62.0/24","AS_DELIS, US","BG"
"xn--expdition-chronopost-d2b.fr","","","","",""
"xn--xpdition-chronopost-9ybc.fr","54.151.132.162","16509","54.151.128.0/17","AMAZON-02, US","US"
