"fqdn","ip","asn","ip_prefix","owner","cc"
"7signs-online.fr","104.21.1.38","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"abuking-fr.fr","104.21.1.170","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"afkspin-online.fr","172.67.167.89","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"alexanderbonus.fr","172.67.203.204","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"alexanderfrance-fr.fr","104.21.84.243","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"amonfrance-fr.fr","104.21.52.6","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"aviamasters-fr.fr","104.21.90.106","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"billionaire-fr.fr","104.21.57.245","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"bitstarz-fr.fr","172.67.165.95","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"cashed-online.fr","104.21.24.174","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"cool-zino-fr.fr","172.67.206.201","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"diva-spin-online.fr","104.21.76.90","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"e-mo.re","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"ebnpparibas.fr","","","","",""
"eee-mo.re","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"flouz-online.fr","172.67.181.116","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"fr-bigclash.fr","172.67.220.245","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"fr-chicken-road.fr","","","","",""
"fr-frumzi.fr","104.21.80.228","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"fr-legiano.fr","104.21.22.118","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"fr-nine.fr","104.21.56.35","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"fr-simsino.fr","104.21.29.140","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frcazeus.fr","172.67.209.173","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frtortuga.fr","104.21.6.53","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frumzi-bonus.fr","172.67.220.192","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frumziapp.fr","104.21.70.209","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frumzifrance-fr.fr","104.21.65.105","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frunique.fr","172.67.174.127","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"frvegasino.fr","172.67.181.168","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"glorion-online.fr","172.67.173.92","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"goldenminaenligne.fr","104.21.33.209","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"grubin-shoes.fr","185.181.104.242","48596","185.181.104.0/22","INWX - InterNetworX Management GmbH, DE","DE"
"hiiscalesupport.fr","2.57.91.210","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"hiscalesupport.fr","84.32.84.182","47583","84.32.84.0/24","AS-HOSTINGER - Hostinger International Limited, CY","LT"
"instasino-online.fr","104.21.34.18","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"kaleo-online.fr","104.21.56.252","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"legianoapp.fr","104.21.5.164","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"legianobonus.fr","104.21.64.117","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"legianofrance-fr.fr","172.67.179.244","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"luminaskincare.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"magiusapp.fr","104.21.50.102","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"magiusbonus.fr","104.21.93.185","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"midasluckfr.fr","172.67.166.63","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"million-fr.fr","172.67.158.147","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"millionerfr.fr","172.67.219.217","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"myempirefr.fr","172.67.192.26","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"olympefrance-fr.fr","104.21.31.140","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
