"fqdn","ip","asn","ip_prefix","owner","cc"
"colisrelay.fr","186.241.20.78","47583","186.241.16.0/20","AS-HOSTINGER - Hostinger International Limited, CY","LT"
"goldencasino.fr","91.216.107.49","210403","91.216.107.0/24","LWS - Groupe LWS SARL, FR","FR"
"gratowin-fr.fr","209.99.187.200","402253","209.99.184.0/21","SKN-NETWORK-1 - SKN Subnet & Telecom Ltd, KN","KN"
"livraison-chez-vous.fr","23.227.38.71","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"nike-airmax.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS - CJ2 Hosting B.V., NL","NL"
"notification-payb.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"pay-ghd-outlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"policenationalbrouchantefleurie.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS - REGISTER S.P.A., IT","IT"
"rechargefr.fr","216.198.79.1","16509","216.198.79.0/24","AMAZON-02 - Amazon.com, Inc., US","US"
"redirectionamazon-registre.fr","131.123.36.235","200019","131.123.36.0/24","AlexHost - ALEXHOST SRL, MD","MD"
"secu-sociale.fr","80.96.113.190","200019","80.96.113.0/24","AlexHost - ALEXHOST SRL, MD","RO"
"snapchat-spotlight.fr","51.91.236.255","16276","51.91.0.0/16","OVH - OVH SAS, FR","FR"
"tribunalfrance.fr","217.160.0.168","8560","217.160.0.0/16","IONOS-AS - IONOS SE, DE","DE"
"villecreteil.fr","217.160.0.164","8560","217.160.0.0/16","IONOS-AS - IONOS SE, DE","DE"
