"fqdn","ip","asn","ip_prefix","owner","cc"
"aldofrance.fr","172.67.217.133","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"annulation-assistance-client.fr","","","","",""
"casino-rockstar.fr","","","","",""
"casinoslotlair.fr","","","","",""
"chanz-casino.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"cresuscasino-en-ligne.fr","","","","",""
"dfynefrance-fr.fr","104.21.53.221","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"ezzscasino.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"fidelite-mcdo.fr","213.158.93.32","34762","213.158.92.0/22","COMBELL-AS - Combell NV, BE","IT"
"gtcasino.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"intercom-guyane.fr","","","","",""
"lbc-messagerie.fr","88.222.222.153","47583","88.222.222.0/24","AS-HOSTINGER - Hostinger International Limited, CY","LT"
"lolajackenligne.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"lolajackk-fr.fr","185.253.212.22","48707","185.253.212.0/24","AS48707-OPS-PL - AS48707 OPS PL sp. z o.o., PL","PL"
"mairiedecrenans.fr","","","","",""
"mairieplouharmel.fr","","","","",""
"millionercasino-bonus.fr","","","","",""
"noiylesec.fr","","","","",""
"romuscasino7.fr","185.181.104.242","48596","185.181.104.0/22","INWX - InterNetworX Management GmbH, DE","DE"
"romuscasino777.fr","185.181.104.242","48596","185.181.104.0/22","INWX - InterNetworX Management GmbH, DE","DE"
"simsino-casino.fr","","","","",""
"slotlairbonus.fr","","","","",""
"villaspin.fr","185.181.104.242","48596","185.181.104.0/22","INWX - InterNetworX Management GmbH, DE","DE"
"villaspincasino.fr","185.181.104.242","48596","185.181.104.0/22","INWX - InterNetworX Management GmbH, DE","DE"
"votre-carte-vitale.fr","213.156.134.62","210403","213.156.134.0/24","LWS - Groupe LWS SARL, FR","FR"
"wazamba-wazamba.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"wazambaenligne.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"xn--compte-amazon-bloqu-tzb.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
