"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-assistances.fr","","","","",""
"amelicartevitaleinfo.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"assurancemaladieconnexion.fr","","","","",""
"banquepostale-paiement.fr","","","","",""
"castorama-shop.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"castoramashop.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"chaussure-bebe.fr","","","","",""
"chronopost-suivicommande.fr","","","","",""
"compte-netflix.fr","45.156.86.23","44592","45.156.86.0/24","SKYLINK, NL","NL"
"compte-reactivation.fr","162.19.74.198","16276","162.19.0.0/17","OVH, FR","FR"
"cora-shop.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"creditimutuel.fr","","","","",""
"creditimutuelfrance.fr","","","","",""
"dlsneyplus-info.fr","62.4.31.183","12876","62.4.0.0/19","Online SAS, FR","FR"
"e-sim-sfr.fr","109.206.243.134","38337","109.206.243.0/24","CNNIC-NTNET NIU Telecommunications Inc, CN","BG"
"espace-vignette-critair.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"franprix-distributions.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"franprixdistributions.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"franprixfrance.fr","92.222.148.199","16276","92.222.0.0/16","OVH, FR","FR"
"heydudechaussures.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"info-dlsneyplus.fr","62.4.31.183","12876","62.4.0.0/19","Online SAS, FR","FR"
"m6distribution-digital.fr","185.135.132.49","210403","185.135.132.0/24","LWS, FR","FR"
"macarte-infosecu.fr","","","","",""
"modification-livraison.fr","62.210.119.188","12876","62.210.0.0/16","Online SAS, FR","FR"
"mon-assurance-ameli.fr","103.21.58.28","394695","103.21.58.0/23","PUBLIC-DOMAIN-REGISTRY, US","AE"
"mon-compte-netfiix.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"monespace-vitale.fr","37.221.67.139","200019","37.221.64.0/22","ALEXHOST, MD","RU"
"monespaces-vitale.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"netfiix-web.fr","45.148.116.57","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"particuliers-societe-generaie.fr","67.223.118.27","22612","67.223.118.0/24","NAMECHEAP-NET, US","US"
"relaischronoposts.fr","146.70.145.144","9009","146.70.145.0/24","M247, RO","RO"
"renouvellementscartevitale.fr","","","","",""
"securise-latoile-connexion-n26.fr","84.32.128.174","204770","84.32.128.0/22","CHERRYSERVERS3-AS, LT","LT"
"service-cledigitale-bnpparibas.fr","109.206.243.134","38337","109.206.243.0/24","CNNIC-NTNET NIU Telecommunications Inc, CN","BG"
"servicesecuritevitale.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"suivi-colissimo.fr","146.19.168.121","207992","146.19.168.0/24","FEELB, FR","FR"
"wanaddo.fr","","","","",""
"xn--infossant-j4a.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
