"fqdn","ip","asn","ip_prefix","owner","cc"
"acc-flix.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"acheminement-chronopost.fr","45.137.150.204","202448","45.137.150.0/24","MVPS www.mvps.net, CY","CY"
"activationsecurpass.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"adobemax-2022.fr","217.160.0.87","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"amazonsolution.fr","191.233.242.223","8075","191.232.0.0/13","MICROSOFT-CORP-MSN-AS-BLOCK, US","BR"
"auchan-whaaoh.fr","62.210.53.63","12876","62.210.0.0/16","Online SAS, FR","FR"
"auth-labanquepostale.fr","45.43.2.169","397423","45.43.2.0/24","TIER-NET, US","US"
"auvergnebanque-populaire.fr","","","","",""
"auvergnerhonealpe.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"baccarat-france.fr","","","","",""
"ca-altantique-vendee.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"chacosfrance.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"chaussuresaldo.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"chaussuressupra.fr","77.78.104.3","15685","77.78.96.0/20","CASABLANCA-AS Internet & Collocation Provider, CZ","CZ"
"chequiersnordpasdecalais.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"chronopost-affranchissement.fr","146.70.145.237","9009","146.70.145.0/24","M247, RO","RO"
"chronopost-paiement.fr","","","","",""
"chronopost-suivi-france.fr","","","","",""
"chronopost-suivis.fr","","","","",""
"client-chronopost.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"colis-chronopost-suivi.fr","216.239.34.21","15169","216.239.34.0/24","GOOGLE, US","US"
"concours-adobemax.fr","145.14.156.187","47583","145.14.156.0/22","AS-HOSTINGER, CY","NL"
"denimstore.fr","172.67.217.52","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"dsp2-activation.fr","64.44.135.2","20278","64.44.0.0/16","NEXEON, US","US"
"equipe-netflix.fr","","","","",""
"espace-ameli.fr","179.43.154.132","51852","179.43.128.0/18","PLI-AS, PA","PA"
"freefibre.fr","","","","",""
"hypermarcher-carrefour.fr","185.53.177.20","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"lassuranceertraite.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"lebon-coin-paiements.fr","217.160.0.102","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"loginchronopost.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"matchendierct.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"monabonnement-suspension.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"mondialerlay.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"netflix-secure-payment.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"netflixpayments.fr","20.199.44.142","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"nouvellecartevital.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"paiement-chronopost.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"paiement-secures.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"paiements-secur.fr","51.91.236.255","16276","51.91.0.0/16","OVH, FR","FR"
"partenaires-bleu-ciel-edf.fr","217.160.0.77","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"passecure-compteparticulier.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"planvitale.fr","146.70.145.144","9009","146.70.145.0/24","M247, RO","RO"
"rueducommerde.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"samsung.wf","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"samsung.yt","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"secures-leboncoin.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"servicemaladie.fr","18.117.195.193","16509","18.116.0.0/14","AMAZON-02, US","US"
"societegeneral-securepass.fr","","","","",""
"supermache-carrefour.fr","","","","",""
"update-flx.fr","62.210.144.191","12876","62.210.0.0/16","Online SAS, FR","FR"
"verification-labanquepostale.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"verifsecur.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"vitale-amelisecu.fr","18.119.10.171","16509","18.116.0.0/14","AMAZON-02, US","US"
"xn--amli-france-cbb.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"youtude.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
