"fqdn","ip","asn","ip_prefix","owner","cc"
"amazon-connection.fr","","","","",""
"amazon-connexion-web.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"amazon-web-connexion.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"ameli-renouvellementcartevitale.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"assurance-maladie-cpam.fr","","","","",""
"boursorama-particuliers.fr","","","","",""
"chronopost-douanes.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"chronopost-gestions.fr","","","","",""
"chronopost-suivicommande.fr","20.224.65.75","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"chronopostrelais.fr","146.70.145.144","9009","146.70.145.0/24","M247, RO","RO"
"client-cledigitale-bnpparibas.fr","45.139.105.110","138687","45.139.105.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"credit-agricole-france-banque.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"crit-air-certiflcats.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"critairservice.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"critsairz.fr","","","","",""
"epaiementsecurise.fr","","","","",""
"etran01amazo.fr","104.21.38.140","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"etran02amazo.fr","104.21.50.208","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"findmyiphone.fr","5.100.152.127","394695","5.100.152.0/22","PUBLIC-DOMAIN-REGISTRY, US","US"
"la-societe-generale-particuliers.fr","179.43.155.220","51852","179.43.128.0/18","PLI-AS, PA","PA"
"laboncoin.fr","185.53.177.54","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"ma-carte-sante-info.fr","","","","",""
"maboutiquefitnessfr.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"messageriesoperationacc.fr","213.249.67.20","42585","213.249.64.0/21","METAREGISTRAR, NL","NL"
"microsoftassistance.fr","216.239.32.21","15169","216.239.32.0/24","GOOGLE, US","US"
"mutualistion-bourso.fr","146.70.87.190","9009","146.70.87.0/24","M247, RO","RO"
"netfflixs.fr","15.237.163.242","16509","15.236.0.0/15","AMAZON-02, US","US"
"netfiix-mon-compte.fr","","","","",""
"netflix-abonnement-web.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"netflixfacturations.fr","45.156.86.23","44592","45.156.86.0/24","SKYLINK, NL","NL"
"nos-services-bnpparibas.fr","45.139.105.110","138687","45.139.105.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"pagespersoorange.fr","79.137.5.199","16276","79.137.0.0/17","OVH, FR","FR"
"paiements-boncoin.fr","","","","",""
"rchargepayment.fr","51.91.236.255","16276","51.91.0.0/16","OVH, FR","FR"
"securite-banque-france.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"service-publice.fr","99.83.248.67","16509","99.83.240.0/20","AMAZON-02, US","US"
"statutcoupontoneo.fr","","","","",""
"subscription-disney.fr","62.4.31.183","12876","62.4.0.0/19","Online SAS, FR","FR"
"suivi-chrono-express.fr","91.208.206.226","200019","91.208.206.0/24","ALEXHOST, MD","MD"
"support-suivi-chrono.fr","91.208.206.226","200019","91.208.206.0/24","ALEXHOST, MD","MD"
"thenorthfaceoutlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"univ-cote-dazur.fr","","","","",""
"vos-comptes.fr","34.102.136.180","396982","34.100.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"xn--ractivation-certicodeplus-bic.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"xn--renouvellementsant-swb.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"xn--service-clientle-6pb.fr","89.23.103.7","207713","89.23.103.0/24","GIR-AS, RU","RU"
