"fqdn","ip","asn","ip_prefix","owner","cc"
"aide-amelipro.fr","45.140.164.187","208226","45.140.164.0/24","OUIHEBERG, FR","GB"
"banquedefrancedsp2.fr","213.232.235.225","200019","213.232.235.0/24","ALEXHOST, MD","RU"
"berat03amazo.fr","172.67.199.6","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"berat04amazo.fr","172.67.143.171","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"caisse-epargne-connexion.fr","18.188.46.183","16509","18.188.0.0/16","AMAZON-02, US","US"
"cartevitalexpress.fr","","","","",""
"changement-paiement.fr","146.70.161.80","9009","146.70.161.0/24","M247, RO","RO"
"concours-adobe-max.fr","217.160.0.228","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"critair-attestations.fr","45.148.119.7","203790","45.148.119.0/24","UP-NETWORK, CH","CH"
"critair-support.fr","213.226.123.104","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"direccteidf.fr","104.21.20.218","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"disneyparis.fr","18.117.195.193","16509","18.116.0.0/14","AMAZON-02, US","US"
"fr-dsp2.fr","216.239.38.21","15169","216.239.38.0/24","GOOGLE, US","US"
"modificationcompte.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"mon-espace-renouvellement.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"moncompte-suspension.fr","213.226.123.102","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"musee-issy.fr","172.67.218.92","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"netlflix.fr","80.78.26.204","39287","80.78.16.0/20","ABSTRACT, FI","FI"
"notification-ameli.fr","5.8.8.97","34665","5.8.8.0/23","PINDC-AS, RU","RU"
"ntflixabonnement.fr","45.148.116.34","203790","45.148.116.0/24","UP-NETWORK, CH","CH"
"vignette-demande.fr","","","","",""
"worldstore.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"xn--scuritsocial-bebf.fr","","","","",""
