"fqdn","ip","asn","ip_prefix","owner","cc"
"abonnementrenouvellement.fr","213.226.123.224","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"ameli-secu.fr","13.38.14.122","16509","13.36.0.0/14","AMAZON-02, US","US"
"assistance-compte-n.tflix.fr","","","","",""
"assurance-macartevitale.fr","62.4.23.127","12876","62.4.0.0/19","Online SAS, FR","FR"
"authentification-securite.fr","79.110.63.193","211252","79.110.63.0/24","AS_DELIS, US","BG"
"chronopost-malivraison.fr","62.210.53.84","12876","62.210.0.0/16","Online SAS, FR","FR"
"chronopostlivraison.fr","","","","",""
"creancepubliques.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"gendarmerie-interne.fr","128.65.195.180","29222","128.65.192.0/21","INFOMANIAK-AS, CH","CH"
"infos-chronopost.fr","44.195.61.25","14618","44.192.0.0/11","AMAZON-AES, US","US"
"la-assurance-retraite.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"laparisien.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"lassuranceretraiteidf.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"mon-plug-anal.fr","109.234.164.224","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"moncompte-connexion.fr","","","","",""
"moncompteplus-connexion.fr","","","","",""
"my-nickel-eu.fr","145.14.156.209","47583","145.14.156.0/22","AS-HOSTINGER, CY","NL"
"ntfiixsupports.fr","","","","",""
"ntflix-sec.fr","","","","",""
"ntflixsecur.france.fr","","","","",""
"suivis-colis.fr","113.30.149.40","36007","113.30.149.0/24","KAMATERA, US","US"
"univrennes1.fr","188.165.38.107","16276","188.165.0.0/16","OVH, FR","FR"
"xn--dsney-tsa.fr","62.4.30.228","12876","62.4.0.0/19","Online SAS, FR","FR"
"yahoo-finance.fr","","","","",""
"yahoo-finance.tf","","","","",""
