"fqdn","ip","asn","ip_prefix","owner","cc"
"aide-vitale-gestion.fr","93.123.39.223","215240","93.123.39.0/24","NETRESEARCH, GB","BG"
"birkenstockoutlet.fr","66.29.137.27","22612","66.29.137.0/24","NAMECHEAP-NET, US","US"
"gymsharkfranceshop.fr","172.67.199.246","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"merrellsoldes.fr","","","","",""
"mes-assure-renouvellement.fr","37.221.67.28","200019","37.221.67.0/24","ALEXHOST, MD","RU"
"mes-espace-renouvellement.fr","91.208.206.185","200019","91.208.206.0/24","ALEXHOST, MD","MD"
"mon-renouvellement-assure.fr","91.208.206.185","200019","91.208.206.0/24","ALEXHOST, MD","MD"
"pass-securite-confirmation-mobile.fr","104.21.4.126","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"portail-identification.fr","103.136.43.53","44812","103.136.43.0/24","IPSERVER-RU-NET Fiord, RU","IN"
"store-birkenstock.fr","23.227.38.67","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"www-facebook.fr","185.230.63.171","58182","185.230.63.0/24","WIX_COM, IL","IL"
"www-instagram.fr","185.230.63.186","58182","185.230.63.0/24","WIX_COM, IL","IL"
"xn--rservation-g7taxi-btb.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02, US","US"
