"fqdn","ip","asn","ip_prefix","owner","cc"
"acces-ameli-info.fr","","","","",""
"amende-majoration.fr","217.160.0.235","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"banque-ing.fr","191.96.63.69","47583","191.96.63.0/24","AS-HOSTINGER, CY","AE"
"beautifulclothes.fr","23.227.38.68","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"blablacar-verify.fr","172.67.135.221","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"chaussuremeindl.fr","","","","",""
"cnam-regularisation.fr","193.143.1.54","198953","193.143.1.0/24","PROTON66, RU","RU"
"connect-pass-societegenerale.fr","104.21.38.218","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"credit-cic.fr","217.160.0.94","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"dcshoeparis.fr","196.247.30.84","41564","196.247.30.0/24","AS41564, GB","SC"
"dcshoessparis.fr","172.67.167.177","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"disneyetsenteurs.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"etrangersfrancais.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"fr-compte-en-ligne.fr","","","","",""
"mon-renouvellement-espace-assure.fr","45.86.86.121","200019","45.86.86.0/24","ALEXHOST, MD","RU"
"monformulaire-2024-en-ligne.fr","193.143.1.54","198953","193.143.1.0/24","PROTON66, RU","RU"
"ralphlauren-france.fr","196.240.10.124","58065","196.240.10.0/24","PACKETEXCHANGE, GB","SC"
"santepublique-france.fr","","","","",""
"sncf-cnnect.fr","185.182.56.12","48635","185.182.56.0/22","CLDIN-NL Your.Online, NL","NL"
"ticketmastter.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"ticketnews.fr","23.227.38.36","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"xn–snapcht-bxa.fr","","","","",""
