"fqdn","ip","asn","ip_prefix","owner","cc"
"altheagroupe.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"bestmaillot.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"client-mondialrelay.fr","94.156.177.12","214943","94.156.177.0/24","RAILNET, US","BG"
"corus-login.fr","109.234.164.194","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"echeclivraison.fr","91.229.239.205","200019","91.229.239.0/24","ALEXHOST, MD","RU"
"jetonrougecasino.fr","52.48.146.123","16509","52.48.0.0/14","AMAZON-02, US","US"
"notificationar24lapost.fr","194.206.126.209","8362","194.206.126.0/24","20 rue Denis Papin, FR","FR"
"patriziapepe-france.fr","104.21.73.133","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"pharmacie-centrale-annecy.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS, NL","NL"
"renouvellement-carte.fr","45.139.104.97","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"vinci-telepeage-ulys.fr","172.67.141.56","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"viperwin-casino.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
