"fqdn","ip","asn","ip_prefix","owner","cc"
"asics-outlet-france.fr","165.231.36.53","41564","165.231.36.0/24","AS41564, GB","SC"
"bankrollfr.fr","162.255.119.56","22612","162.255.119.0/24","NAMECHEAP-NET, US","US"
"betzonefr.fr","104.21.93.57","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"commande-mondialrelay.fr","217.160.0.123","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"cora-hyperma.fr","185.135.132.49","210403","185.135.132.0/24","LWS, FR","FR"
"dreampairsfrance.fr","172.67.132.163","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"janaschaussures.fr","196.196.98.23","41564","196.196.98.0/24","AS41564, GB","SC"
"lacostesfrance.fr","172.67.185.15","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"naval-groupes.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"newsleboncoin.fr","192.64.119.39","22612","192.64.119.0/24","NAMECHEAP-NET, US","US"
"nvcasinofr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"p448-soldes.fr","172.67.167.105","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"stonevegascasino.fr","104.21.63.240","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"xn--rgularisation-abonnement-bfc.fr","","","","",""
