"fqdn","ip","asn","ip_prefix","owner","cc"
"adidas-yeezy.fr","78.46.230.48","24940","78.46.0.0/15","HETZNER-AS, DE","DE"
"balenciagapascher.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"camillealbane-lorient.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"carhartt-wips.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"casablancaparisoutlet.fr","193.203.239.71","210403","193.203.239.0/24","LWS, FR","FR"
"conversefr.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"credit-mutuelparis.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"crocsfr.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"fatfruit-casino.fr","104.21.96.1","13335","104.21.96.0/20","CLOUDFLARENET, US","US"
"felixspin-casino.fr","104.21.92.71","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"greatspin-casino.fr","172.67.179.132","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"guessfr.fr","104.247.81.51","206834","104.247.80.0/22","TEAMINTERNET-CA-AS, DE","CA"
"gymsharkfr.fr","104.21.62.200","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"hellyhansen-fr.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"hogan-fr.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"htc-sante-versailles.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"isabelmarantfr.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"lululemons.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"mon-espace-expedition-enligne.fr","94.103.188.243","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"nike-blazer.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"nike-blazers.fr","185.208.156.229","42624","185.208.156.0/24","SWISSNETWORK02, SC","SC"
"nikedunks.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"onitsukatigers.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"parajumpersfr.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"sac-longchamp-pliage.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"service-reprogrammation-enligne.fr","","","","",""
"win-disney-transfer.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02, US","US"
