"fqdn","ip","asn","ip_prefix","owner","cc"
"adidas-campus.fr","104.21.11.225","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"adidas-predator.fr","172.67.183.49","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"adidas-samba.fr","104.21.69.230","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"adidas-spezial.fr","104.21.32.1","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"adidascampus.fr","104.21.2.6","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"adidaspredator.fr","172.67.184.232","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"adidassamba.fr","172.67.138.171","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"airup-fr.fr","104.21.16.1","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"amazon-livraison.fr","","","","",""
"asics-store.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"balenciaga-france.fr","104.21.1.178","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"balmainsoldes.fr","172.67.216.194","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"bapefr.fr","104.21.86.40","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"bershkafrance.fr","104.21.14.50","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"betmgmfr.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"camperfr.fr","104.21.48.152","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"carhartt-france.fr","104.21.83.20","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"celinefr.fr","172.67.147.253","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"championfr.fr","104.21.77.249","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"christianlouboutin-france.fr","104.21.59.194","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"clarksfr.fr","104.21.48.1","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"concerts-livetickets.fr","185.158.133.1","13335","185.158.133.0/24","CLOUDFLARENET, US","AE"
"corteiz-fr.fr","104.21.5.193","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"cupshefr.fr","104.21.96.1","13335","104.21.96.0/20","CLOUDFLARENET, US","US"
"dcshoesfr.fr","172.67.150.200","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"dickiesfrance.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"drakecasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"fossil-france.fr","104.21.96.1","13335","104.21.96.0/20","CLOUDFLARENET, US","US"
"fr-vinted.fr","76.76.21.21","16509","76.76.21.0/24","AMAZON-02, US","US"
"golden-gooses.fr","104.21.48.120","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"goldengooses.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"goyardsfrance.fr","104.21.64.1","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"hokafr.fr","104.21.2.172","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"i24slotscasinos.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"kappafrance.fr","104.21.71.143","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"laiglon-france.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"leboncoin-mayotte.yt","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"loewefr.fr","172.67.133.152","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"longchampsfrance.fr","104.21.80.1","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"maillotpascherdefoot.fr","","","","",""
"merrell-france.fr","104.21.52.42","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"michael-korss.fr","104.21.48.1","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"ninewincasinos.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"olybet-casino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"olybetcasinos.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"olybets.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"onrunning-france.fr","172.67.142.83","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"owalafr.fr","172.67.201.144","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"pandora-fr.fr","","","","",""
"pandoraoutlet.fr","172.67.180.176","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"ppl-litige.fr","79.133.57.242","44066","79.133.32.0/19","DE-FIRSTCOLO firstcolo.net, DE","DE"
"puma-france.fr","172.67.183.131","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
