"fqdn","ip","asn","ip_prefix","owner","cc"
"assurance-vitale.fr","85.215.151.4","8560","85.215.128.0/17","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"crispichaussure.fr","","","","",""
"detectiondesinformations.fr","62.4.16.153","12876","62.4.0.0/19","Online SAS, FR","FR"
"eeleboncoin.fr","217.160.0.172","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"filafranceshops.fr","165.231.4.117","57858","165.231.4.0/24","AS57858, SC","SC"
"gestion-idf-urssaf.fr","217.160.0.243","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"lclinfosclient.fr","217.160.0.57","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"lowafranceshops.fr","196.196.38.233","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"npayerpal.fr","62.210.144.158","12876","62.210.0.0/16","Online SAS, FR","FR"
"onrunningparis.fr","165.231.36.58","41564","165.231.36.0/24","AS41564, GB","SC"
"pandorafr.fr","","","","",""
"paysecure.fr","109.234.166.143","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"pitvipersfrance.fr","165.231.4.81","57858","165.231.4.0/24","AS57858, SC","SC"
"retardsuiviredistrubution.fr","217.160.0.158","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"salomonfrancemagasin.fr","196.240.121.223","41564","196.240.121.0/24","AS41564, GB","SC"
"secure2-ouigo-sncf-connect.fr","20.85.126.239","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"webgmail.fr","","","","",""
"zimmermannparis.fr","172.67.133.9","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
