"fqdn","ip","asn","ip_prefix","owner","cc"
"aides-vitale.fr","85.215.243.32","6724","85.214.0.0/15","STRATO STRATO AG, DE","DE"
"allocationfamilliales.fr","78.138.58.31","210403","78.138.58.0/24","LWS, FR","FR"
"amzn-prime-offert.fr","212.227.171.88","8560","212.227.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"auth-apple.fr","164.92.248.132","14061","164.92.240.0/20","DIGITALOCEAN-ASN, US","US"
"auth-facebook.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"auth-google.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"auth-microsoft.fr","164.92.248.132","14061","164.92.240.0/20","DIGITALOCEAN-ASN, US","US"
"auth-orange.fr","164.92.248.132","14061","164.92.240.0/20","DIGITALOCEAN-ASN, US","US"
"bpbfc-banque-centrale.fr","217.160.0.212","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"chaussureslotus.fr","172.67.197.26","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"chronopost-consignation.fr","","","","",""
"chronopost-contraventions.fr","","","","",""
"chronopost-relivraison.fr","185.163.126.13","51269","185.163.124.0/22","HEXATOM, FR","FR"
"chronopost-transport.fr","193.143.1.54","198953","193.143.1.0/24","PROTON66, RU","RU"
"colissimo-mon-suivi.fr","193.143.1.54","198953","193.143.1.0/24","PROTON66, RU","RU"
"dcshoesfrance.fr","165.231.154.228","58065","165.231.154.0/24","PACKETEXCHANGE, GB","SC"
"france-soir.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS, NL","NL"
"gouvs.fr","178.237.105.59","15401","178.237.105.0/24","EOLAS-AS, FR","FR"
"icloud-apple.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"legign.fr","37.187.254.78","16276","37.187.0.0/16","OVH, FR","FR"
"niketn-pascher.fr","154.41.240.151","47583","154.41.240.0/23","AS-HOSTINGER, CY","US"
"regularisation-paiement-netflix.fr","194.164.203.104","8560","194.164.192.0/20","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"suivis-colis.fr","193.233.203.132","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"suivrevotrecolis.fr","","","","",""
"univ-paris-13.fr","","","","",""
"xn--administrations-pnales-r8b.fr","","","","",""
