"fqdn","ip","asn","ip_prefix","owner","cc"
"accesmescomptes.fr","","","","",""
"banque-credit-agricole.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02, US","US"
"chronopost-contravention.fr","193.143.1.54","198953","193.143.1.0/24","PROTON66, RU","RU"
"colruyt-groupe.fr","193.37.145.66","210403","193.37.145.0/24","LWS, FR","FR"
"espaceweb-secupass-sg-assurances.fr","94.156.67.144","394711","94.156.67.0/24","LIMENET, US","BG"
"fr-auth.fr","34.155.80.219","396982","34.155.0.0/17","GOOGLE-CLOUD-PLATFORM, US","US"
"indentification-secupass-sg-assurances.fr","94.156.67.144","394711","94.156.67.0/24","LIMENET, US","BG"
"levisfr.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"renouvellement-sante-info.fr","172.67.205.213","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"servicepublic-recensement.fr","","","","",""
"votre-compte-cpf.fr","172.67.186.90","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"votreagence-secupass-sg-assurances.fr","94.156.67.144","394711","94.156.67.0/24","LIMENET, US","BG"
