"fqdn","ip","asn","ip_prefix","owner","cc"
"adidas-yeezys.fr","104.21.15.191","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"assurance-maladie-info.fr","104.21.85.94","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"chaussurelouboutinoutlet.fr","","","","",""
"colissimointernational.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"controlecoupon.fr","46.17.175.228","47583","46.17.174.0/23","AS-HOSTINGER, CY","DE"
"creditagricoler.fr","217.160.0.10","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"douane-colissimo.fr","172.174.178.165","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"electrodepot-france.fr","46.30.215.44","51468","46.30.208.0/21","ONECOM, DK","DK"
"fr-auth.fr","34.155.80.219","396982","34.155.0.0/17","GOOGLE-CLOUD-PLATFORM, US","US"
"labanquepostalegestion.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"ma-commande-suivi.fr","45.139.104.60","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"pascherlouboutin.fr","","","","",""
"renouvellement-amelie.fr","","","","",""
"service-leboncoin.fr","46.182.4.120","204818","46.182.4.0/22","HOSTEUR-NET-CORE Hosteur NETWORK CORE, FR","FR"
"suivi-chronopost-pickup.fr","","","","",""
"tedbaker-soldes.fr","","","","",""
"timberland-pas-cher.fr","","","","",""
"univs-lyon3.fr","","","","",""
"ups-colis.fr","","","","",""
