"fqdn","ip","asn","ip_prefix","owner","cc"
"amazonleonano.fr","185.53.179.128","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"amazonleopro.fr","185.53.179.128","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"amazonleoultra.fr","185.53.179.128","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"ameli-carte-vitale.fr","185.99.98.7","205397","185.99.98.0/24","AS-69HOST, US","SC"
"apdoisegouv.fr","","","","",""
"casinozer-play.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"casinozeronline.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"casinozerplay.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"colis-entransit.fr","179.61.227.93","399486","179.61.227.0/24","VIRTUO - 12651980 CANADA INC., CA","AE"
"delivro.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"ene-dis.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"lacostefrance.fr","104.21.5.96","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"mizuno-chaussures.fr","172.67.145.248","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"my-stake-online.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"my-stake-play.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"my-stakecasino.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"my-stakeonline.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"mystake-play.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"mystakecasino-online.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"mystakeonline.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"mystakeplay.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"offres-annonces-lbc-211289.fr","207.174.212.247","46606","207.174.212.0/22","UNIFIEDLAYER-AS-1 - Unified Layer, US","US"
"outletbirk.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"outletboozt.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"remboursement-edf.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"rollbitcasino.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"stake-nl.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"stake-win.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"stakecasinonl.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"stakenl.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"stakeonline.fr","185.53.179.145","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"tortuga-officials.fr","","","","",""
"tortugas-casino.fr","","","","",""
"trans-vir-confir.fr","217.160.0.55","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"vegasino-france2.fr","104.21.85.125","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"voyagesncf.fr","0.0.0.0","NA","NA","NA",""
"xn--ameli-action-ncssaire-o5bb.fr","185.99.98.7","205397","185.99.98.0/24","AS-69HOST, US","SC"
