"fqdn","ip","asn","ip_prefix","owner","cc"
"betobeft.fr","216.198.79.1","16509","216.198.79.0/24","AMAZON-02 - Amazon.com, Inc., US","US"
"boutiquerugbyfrance.fr","8.208.8.100","45102","8.208.0.0/19","ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN","SG"
"casinoenligneargentreel.fr","","","","",""
"casinozerfr1.fr","172.67.202.171","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"cazeusfr.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"cazeusonline.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"chickenroad-1.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"chickenroad-officiel-fr.fr","","","","",""
"chickenroad-online.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"chickenroadenligne.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"confirmationclient.fr","","","","",""
"liraspin-online.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"m6groupee.fr","172.67.136.115","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"magasins-u-groupe.fr","217.21.190.139","34762","217.21.176.0/20","COMBELL-AS - Combell NV, BE","BE"
"nikeair.fr","172.67.138.237","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"pawnbetcasino.fr","172.67.134.89","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"polytech-univ-cotedazur.fr","51.91.236.255","16276","51.91.0.0/16","OVH - OVH SAS, FR","FR"
"raybanfrance.fr","195.96.131.93","199242","195.96.131.0/24","malakmadze - Malakmadze Web LLC, GE","GE"
"snapcheck.fr","51.83.68.125","16276","51.83.0.0/16","OVH - OVH SAS, FR","FR"
"wilds-robin.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"wildsrobin.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
