"fqdn","ip","asn","ip_prefix","owner","cc"
"binance.tf","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"camelbakfrance.fr","","","","",""
"casino-stelario.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"creditimmofortuneo.fr","172.66.2.113","13335","172.66.0.0/22","CLOUDFLARENET - Cloudflare, Inc., US","US"
"infoilabanquepostale.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"lolajack-online.fr","172.67.183.141","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"majesolde.fr","104.21.64.177","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"nikacasino1.fr","185.53.179.128","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"nwebmail-orange.fr","193.149.185.71","399629","193.149.185.0/24","BLNWX - BL Networks, US","US"
"totalenergies-ai.fr","172.67.172.205","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"totalenergiesai.fr","104.21.6.34","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
