"fqdn","ip","asn","ip_prefix","owner","cc"
"app-nickel.fr","185.53.179.136","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"babylissprofr.fr","196.196.206.69","58065","196.196.206.0/24","PACKETEXCHANGE, GB","SC"
"clients-nickel.fr","","","","",""
"e-more.re","","","","",""
"ee-m0re.re","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"e–more.re","","","","",""
"godzcasino-fr.fr","104.21.3.249","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"hispin-inscription.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"hispin-paiement.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"hispin-sans-depot.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"hispin-securise.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"leboncoin-client.fr","185.230.63.171","58182","185.230.63.0/24","WIX_COM, IL","IL"
"login.tf","52.213.114.86","16509","52.208.0.0/13","AMAZON-02 - Amazon.com, Inc., US","US"
"michaelkorsfrance.fr","104.21.64.79","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"prime-37232.fr","","","","",""
"rimowa-outlet.fr","187.124.177.196","47583","187.124.160.0/19","AS-HOSTINGER, CY","LT"
"suivi-livraison-colis.fr","185.242.3.35","60223","185.242.3.0/24","NETIFACE-AS Netiface, GB","NL"
"villeaixlesbains.fr","172.67.151.129","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeallevard.fr","104.21.14.202","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeannecy.fr","104.21.31.28","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeannemasse.fr","104.21.64.230","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villebenodet.fr","172.67.144.40","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villebesancon.fr","172.67.161.90","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villebourbonlancy.fr","172.67.159.246","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villebourbonlarchambault.fr","104.21.9.242","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villebrideslesbains.fr","104.21.24.159","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villecarnac.fr","172.67.204.111","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villechalleseaux.fr","104.21.61.212","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villechamonix.fr","172.67.157.140","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villechatelguyon.fr","172.67.189.45","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villechaudesaigues.fr","172.67.217.250","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villecrouesty.fr","104.21.64.100","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villedinard.fr","104.21.79.233","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villedivonnelesbains.fr","172.67.155.244","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeevianlesbains.fr","172.67.179.154","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villefrehel.fr","172.67.173.211","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villehautevillelompnes.fr","172.67.194.34","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villelabourboule.fr","104.21.70.41","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villelarmorplage.fr","172.67.195.162","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villelemontdore.fr","104.21.65.201","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villelonslesaunier.fr","172.67.155.243","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeluxeuillesbains.fr","104.21.63.180","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villelyon.fr","172.67.143.219","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villemegeve.fr","104.21.83.60","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villemontrondlesbains.fr","104.21.88.209","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villenerislesbains.fr","104.21.83.156","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villenoiretable.fr","104.21.74.250","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeperrosguirec.fr","104.21.81.28","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villepleneufvalandre.fr","104.21.11.138","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villepouguesleseaux.fr","104.21.19.43","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeroyat.fr","104.21.47.126","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintgalmier.fr","172.67.201.228","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintgervaislesbains.fr","172.67.206.101","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesainthonorelesbains.fr","104.21.55.200","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintjulienengenevois.fr","104.21.6.220","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintlaurentengrandvaux.fr","172.67.177.112","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintmalo.fr","104.21.1.126","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintnectaire.fr","104.21.16.46","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesaintquayportrieux.fr","172.67.152.82","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesalinslesbains.fr","104.21.46.63","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villesantenay.fr","172.67.206.213","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villeuriagelesbains.fr","172.67.159.248","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villevalslesbains.fr","172.67.161.95","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villevannes.fr","104.21.27.192","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villevichy.fr","104.21.22.249","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villevicsurcere.fr","172.67.146.182","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"villevillarddelans.fr","104.21.42.206","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
