"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-support.fr","45.139.104.34","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"bdmbetcasinoenligne.fr","","","","",""
"casinolyenligne.fr","","","","",""
"circuscasinoenligne.fr","","","","",""
"cl-prime.fr","193.149.180.16","399629","193.149.180.0/24","BLNWX, US","US"
"contactmondialrelay.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"distrib-rely.fr","196.251.81.185","NA","NA","NA","SC"
"expeditionmondialrelay.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"fortuneocomptecourant.fr","31.214.178.55","57910","31.214.178.0/24","SCIP-AS Soluciones Corporativas IP SCIP, ES","ES"
"gxmblecasinos.fr","","","","",""
"kappafrance.fr","104.21.32.1","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"legianocasinoenligne.fr","","","","",""
"leoncasinoenligne.fr","","","","",""
"me-prime.fr","193.149.180.16","399629","193.149.180.0/24","BLNWX, US","US"
"monarquecasino.fr","","","","",""
"mondial-relay-colis.fr","","","","",""
"mondialrelayassistance.fr","172.67.197.98","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"mondialrelaycolis.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"mondialrelayexpress.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"mondialrelayinfo.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"mondialrelaylivraison.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"mondialrelayshipping.fr","104.21.96.1","13335","104.21.96.0/20","CLOUDFLARENET, US","US"
"mondialrelaystatus.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"mondialrelaytracker.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"mondialrelaytracking.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"mondialrelayupdates.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"novajackpotenligne.fr","","","","",""
"operation-creditmutuel.fr","185.208.158.80","42624","185.208.158.0/24","SWISSNETWORK02, SC","SC"
"particuliercomptesg.fr","83.229.19.73","210403","83.229.19.0/24","LWS, FR","FR"
"pr-prime.fr","195.85.114.186","399629","195.85.114.0/24","BLNWX, US","US"
"racasinoenligne.fr","","","","",""
"relivraisons-mondial.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"rg-prime.fr","193.149.180.16","399629","193.149.180.0/24","BLNWX, US","US"
"roobet-casino.fr","","","","",""
"spinarocasino.fr","","","","",""
"spinsycasinoenligne.fr","","","","",""
"support-ameli.fr","","","","",""
"supportmondialrelay.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"tiffanyfrance.fr","104.21.80.169","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"trackermondialrelay.fr","185.135.132.103","210403","185.135.132.0/24","LWS, FR","FR"
"verisure-systeme.fr","31.214.178.55","57910","31.214.178.0/24","SCIP-AS Soluciones Corporativas IP SCIP, ES","ES"
"vinylcasinoenligne.fr","","","","",""
"winmachance-casino.fr","","","","",""
"wonacocasinos.fr","","","","",""
"xn--verisure-systme-6mb.fr","31.214.178.55","57910","31.214.178.0/24","SCIP-AS Soluciones Corporativas IP SCIP, ES","ES"
