"fqdn","ip","asn","ip_prefix","owner","cc"
"alexandercassino.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"bangercasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"bofcasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"bouyguesteiecom-compte.fr","","","","",""
"bouyguesteiecom.fr","","","","",""
"bovegascasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"cashedcasinos.fr","104.21.9.63","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"cbet-casino.fr","","","","",""
"dendera-casino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"empirecasinos.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"goldenbetcasinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"gransinos.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"ignicasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"jellycatsoldes.fr","","","","",""
"kway-paris.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"labanquepostale-idf.fr","","","","",""
"legianocasinoz.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"legianos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"levantcasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"megawincasinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"mondialrelay-instruction-enligne.fr","","","","",""
"national-casino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"pharmacieportedelachapelle.fr","104.21.20.2","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"primarkfr.fr","196.196.38.202","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"racasinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"reprogrammation-colissimo.fr","185.196.11.218","42624","185.196.11.0/24","SWISSNETWORK02, SC","SC"
"review-prime.fr","149.248.78.26","399629","149.248.78.0/24","BLNWX, US","US"
"rizzcasinoz.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"roby-casinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"simsinocasinoz.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"spicycasino.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"spinsycasinoz.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"swipercasinos.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"twincasinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
"vejasparis.fr","","","","",""
"vivemon-casino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"voxcasino.fr","85.215.35.180","8560","85.215.32.0/19","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"wilddice-casinos.fr","185.196.10.53","42624","185.196.10.0/24","SWISSNETWORK02, SC","SC"
